;Season;Experiment;Period;Institute;Model;Model Id;Ensemble;RCM Ver;TAS celsius;PR mm.year;TAS diff;PR diff;Previous Study
96;ANN;rcp26;2071-2100;GERICS;NOAA-GFDL-GFDL-ESM2G;REMO2015;r1i1p1;v1;0.02701692679710277;1042.0582189825138;0.8658221587161847;4.210250678364064;False
97;ANN;rcp26;2071-2100;ICTP;MOHC-HadGEM2-ES;RegCM4-6;r1i1p1;v1;4.970438557924865;972.2495440625443;2.375274785667216;5.168327196523688;False
98;ANN;rcp26;2071-2100;ICTP;MPI-M-MPI-ESM-LR;RegCM4-6;r1i1p1;v1;4.376269509782389;996.1814836555325;1.419432842382946;8.385275181856924;False
99;ANN;rcp26;2071-2100;KNMI;CNRM-CERFACS-CNRM-CM5;RACMO22E;r1i1p1;v2;2.1760331941086406;861.6676708451206;1.7307650032974493;3.4068240688361597;False
100;ANN;rcp26;2071-2100;KNMI;ICHEC-EC-EARTH;RACMO22E;r12i1p1;v1;2.5396021103539397;913.4133186961928;1.7151296988349145;2.087709228442177;False
101;ANN;rcp26;2071-2100;KNMI;MOHC-HadGEM2-ES;RACMO22E;r1i1p1;v2;4.434359199824144;986.9105576892348;2.754259177841277;6.602823734393916;False
102;ANN;rcp26;2071-2100;KNMI;MPI-M-MPI-ESM-LR;RACMO22E;r1i1p1;v1;3.6677071883930807;1038.2074622904556;1.9156133216091575;8.984641454898078;False
103;ANN;rcp26;2071-2100;KNMI;NCC-NorESM1-M;RACMO22E;r1i1p1;v1;2.676747636843288;978.6375970152818;1.6531930094526501;5.351381409629733;False
104;ANN;rcp26;2071-2100;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r1i1p1;v1;4.43249065728736;1072.3007849688895;1.6979281160694768;7.015278909739919;True
105;ANN;rcp26;2071-2100;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r2i1p1;v1;4.252451088151247;1045.3819788794226;1.4376786106836335;1.4235023207859852;False
106;ANN;rcp26;2071-2100;RMIB-UGent;CNRM-CERFACS-CNRM-CM5;ALARO-0;r1i1p1;v1;1.4762365355023235;829.9203005537249;1.2764343811826961;4.571705153230289;False
107;ANN;rcp26;2071-2100;SMHI;ICHEC-EC-EARTH;RCA4;r12i1p1;v1;2.603297428006158;1049.376321006644;1.8746977357660626;3.1863204507318166;True
108;ANN;rcp26;2071-2100;SMHI;MOHC-HadGEM2-ES;RCA4;r1i1p1;v1;4.618520553967926;1122.0462639322907;2.584139371290405;5.998245719228751;True
109;ANN;rcp26;2071-2100;SMHI;MPI-M-MPI-ESM-LR;RCA4;r1i1p1;v1a;3.6836172785227745;1159.6322583874442;1.3211969663662444;7.640013679155489;True
110;ANN;rcp26;2071-2100;SMHI;NCC-NorESM1-M;RCA4;r1i1p1;v1;2.64119037151022;1093.6885022938866;1.675395691360734;5.17467551910382;False
111;ANN;rcp45;2031-2060;CLMcom;CNRM-CERFACS-CNRM-CM5;CCLM4-8-17;r1i1p1;v1;3.205572653330421;782.5148817024851;1.7482688502967676;5.318933802109987;True
112;ANN;rcp45;2031-2060;CLMcom;ICHEC-EC-EARTH;CCLM4-8-17;r12i1p1;v1;3.612640140690303;898.9889264237778;1.9837326885029825;3.795661139910964;True
113;ANN;rcp45;2031-2060;CLMcom;MOHC-HadGEM2-ES;CCLM4-8-17;r1i1p1;v1;5.186832270828802;920.8565023449077;2.7340624313035846;7.982852106723945;False
114;ANN;rcp45;2031-2060;CLMcom;MPI-M-MPI-ESM-LR;CCLM4-8-17;r1i1p1;v1;4.021631127720411;979.6095122502751;1.6352495053857865;5.845981459479847;True
115;ANN;rcp45;2031-2060;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN53;r1i1p1;v1;2.657185129973641;880.6900016133092;2.0099494737854684;8.024693666977852;False
116;ANN;rcp45;2031-2060;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN63;r1i1p1;v2;3.8378544735106743;993.2305910477772;1.9105297867662898;3.149638505971407;False
117;ANN;rcp45;2031-2060;DMI;ICHEC-EC-EARTH;HIRHAM5;r3i1p1;v2;4.006682787425802;1171.7622815213062;2.1175807869861387;8.223335821092878;True
118;ANN;rcp45;2031-2060;DMI;MOHC-HadGEM2-ES;HIRHAM5;r1i1p1;v2;5.615717740162722;1218.1483368188058;2.7119421850956655;7.071345030515016;False
119;ANN;rcp45;2031-2060;DMI;NCC-NorESM1-M;HIRHAM5;r1i1p1;v3;4.106429984612021;1243.2731002680573;1.8037480765003124;5.9054723590664695;False
