;Årstid;Eksperiment;Periode;Institutt;Modell;Modell Id;Ensemble;RCM Ver;TAS celsius;PR mm.år;TAS endring;PR endring;Referansemodell
496;ANN;rcp85;2071-2100;SMHI;ICHEC-EC-EARTH;RCA4;r1i1p1;v1;3.9258015799256896;1476.7083500508481;5.008364312267702;15.906350031648225;False
497;ANN;rcp85;2071-2100;SMHI;ICHEC-EC-EARTH;RCA4;r3i1p1;v1;4.002358271375499;1470.543596946174;5.245295074349428;19.189307277967448;False
498;ANN;rcp85;2071-2100;SMHI;IPSL-IPSL-CM5A-MR;RCA4;r1i1p1;v1;3.0083991635688108;1442.7603622988474;5.500522769516749;27.851827238086003;True
499;ANN;rcp85;2071-2100;SMHI;MOHC-HadGEM2-ES;RCA4;r1i1p1;v1;6.052805529739771;1623.1977166351776;6.060118494423762;22.6936804182977;True
500;ANN;rcp85;2071-2100;SMHI;MPI-M-MPI-ESM-LR;RCA4;r1i1p1;v1a;4.391763475836456;1579.536615389652;4.055762081784394;19.221058855594144;True
501;ANN;rcp85;2071-2100;SMHI;MPI-M-MPI-ESM-LR;RCA4;r2i1p1;v1;4.164039265799261;1534.7542029802019;4.206406830854974;13.669464400707623;False
502;ANN;rcp85;2071-2100;SMHI;MPI-M-MPI-ESM-LR;RCA4;r3i1p1;v1;4.568517657992572;1630.5468225623151;4.561686802973952;22.5225782902615;False
503;ANN;rcp85;2071-2100;SMHI;NCC-NorESM1-M;RCA4;r1i1p1;v1;3.242135223048365;1525.283422933192;4.420364776951715;19.109206483983556;False
504;ANN;rcp85;2071-2100;UHOH;ICHEC-EC-EARTH;WRF361H;r12i1p1;v1;4.022107342007473;1261.7266797609489;4.817321096654268;4.0187944328284395;False
505;ANN;rcp85;2071-2100;UHOH;MOHC-HadGEM2-ES;WRF361H;r1i1p1;v1;5.71448652416359;1307.6663490980309;5.507841542750953;4.712745417031685;False
506;ANN;rcp85;2071-2100;UHOH;MPI-M-MPI-ESM-LR;WRF361H;r1i1p1;v1;4.187534851301166;1281.1677657870998;3.486349907063243;1.3980005093197265;False
507;MAM;historical;1971-2000;CLMcom-ETH;CNRM-CERFACS-CNRM-CM5;COSMO-crCLIM-v1-1;r1i1p1;v1;-2.3558840613382586;874.2827527128077;0.0;0.0;False
508;MAM;historical;1971-2000;CLMcom-ETH;ICHEC-EC-EARTH;COSMO-crCLIM-v1-1;r12i1p1;v1;-1.8245469330854576;921.3473933447693;0.0;0.0;False
509;MAM;historical;1971-2000;CLMcom-ETH;ICHEC-EC-EARTH;COSMO-crCLIM-v1-1;r1i1p1;v1;-1.3275383364311892;892.1647322097565;0.0;0.0;False
510;MAM;historical;1971-2000;CLMcom-ETH;ICHEC-EC-EARTH;COSMO-crCLIM-v1-1;r3i1p1;v1;-1.6221189591078087;900.4244459412133;0.0;0.0;False
511;MAM;historical;1971-2000;CLMcom-ETH;MOHC-HadGEM2-ES;COSMO-crCLIM-v1-1;r1i1p1;v1;-0.6999535315985099;976.2631241329098;0.0;0.0;False
512;MAM;historical;1971-2000;CLMcom-ETH;MPI-M-MPI-ESM-LR;COSMO-crCLIM-v1-1;r1i1p1;v1;0.28067495353161576;1048.8584892678882;0.0;0.0;False
513;MAM;historical;1971-2000;CLMcom-ETH;MPI-M-MPI-ESM-LR;COSMO-crCLIM-v1-1;r2i1p1;v1;0.36815171933085367;1052.5232090438165;0.0;0.0;False
514;MAM;historical;1971-2000;CLMcom-ETH;MPI-M-MPI-ESM-LR;COSMO-crCLIM-v1-1;r3i1p1;v1;-0.330065055762077;979.5629233897398;0.0;0.0;False
515;MAM;historical;1971-2000;CLMcom-ETH;NCC-NorESM1-M;COSMO-crCLIM-v1-1;r1i1p1;v1;-0.6838928903345618;986.7003972673283;0.0;0.0;False
516;MAM;historical;1971-2000;CLMcom;CCCma-CanESM2;CCLM4-8-17;r1i1p1;v1;-0.8276254646839902;1101.6061114389656;0.0;0.0;False
517;MAM;historical;1971-2000;CLMcom;CNRM-CERFACS-CNRM-CM5;CCLM4-8-17;r1i1p1;v1;-2.761001394052016;784.9004427822771;0.0;0.0;True
518;MAM;historical;1971-2000;CLMcom;ICHEC-EC-EARTH;CCLM4-8-17;r12i1p1;v1;-1.8984026486988341;898.9396346075163;0.0;0.0;True
519;MAM;historical;1971-2000;CLMcom;MIROC-MIROC5;CCLM4-8-17;r1i1p1;v1;-2.2281830855018256;955.710123099913;0.0;0.0;False
520;MAM;historical;1971-2000;CLMcom;MOHC-HadGEM2-ES;CCLM4-8-17;r1i1p1;v1;-1.006528810408895;933.9147534373747;0.0;0.0;False
521;MAM;historical;1971-2000;CLMcom;MPI-M-MPI-ESM-LR;CCLM4-8-17;r1i1p1;v1;-0.15964219330851392;973.4005739531553;0.0;0.0;True
522;MAM;historical;1971-2000;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN53;r1i1p1;v1;-0.9146956319702326;656.847428962533;0.0;0.0;False
523;MAM;historical;1971-2000;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN63;r1i1p1;v2;0.6175418215613604;758.8910059276345;0.0;0.0;False
524;MAM;historical;1971-2000;CNRM;MOHC-HadGEM2-ES;ALADIN63;r1i1p1;v1;2.064596886617096;826.7207713015239;0.0;0.0;False
525;MAM;historical;1971-2000;CNRM;MPI-M-MPI-ESM-LR;ALADIN63;r1i1p1;v1;3.1892774163569015;803.218360264616;0.0;0.0;False
526;MAM;historical;1971-2000;CNRM;NCC-NorESM1-M;ALADIN63;r1i1p1;v1;2.0459804832714212;889.3054051303952;0.0;0.0;False
527;MAM;historical;1971-2000;DMI;CNRM-CERFACS-CNRM-CM5;HIRHAM5;r1i1p1;v2;-2.1395446096653927;1086.638470243344;0.0;0.0;False
528;MAM;historical;1971-2000;DMI;ICHEC-EC-EARTH;HIRHAM5;r12i1p1;v1;-1.5639753717471763;1113.4045162580935;0.0;0.0;False
529;MAM;historical;1971-2000;DMI;ICHEC-EC-EARTH;HIRHAM5;r1i1p1;v1;-1.1069586431226526;1114.8785110853862;0.0;0.0;False
530;MAM;historical;1971-2000;DMI;ICHEC-EC-EARTH;HIRHAM5;r3i1p1;v2;-1.6089045074349428;1079.6648828264285;0.0;0.0;True
531;MAM;historical;1971-2000;DMI;IPSL-IPSL-CM5A-MR;HIRHAM5;r1i1p1;v1;-3.0523873141263493;1052.8997108728026;0.0;0.0;False
532;MAM;historical;1971-2000;DMI;MOHC-HadGEM2-ES;HIRHAM5;r1i1p1;v2;-0.1152067843866007;1229.669395476912;0.0;0.0;False
533;MAM;historical;1971-2000;DMI;MPI-M-MPI-ESM-LR;HIRHAM5;r1i1p1;v1;0.3759351765799579;1266.1885432815907;0.0;0.0;False
534;MAM;historical;1971-2000;DMI;NCC-NorESM1-M;HIRHAM5;r1i1p1;v3;-0.5551173327137349;1216.212241160493;0.0;0.0;False
535;MAM;historical;1971-2000;GERICS;CCCma-CanESM2;REMO2015;r1i1p1;v1;0.35609897769518284;1117.5197052855917;0.0;0.0;False
536;MAM;historical;1971-2000;GERICS;CNRM-CERFACS-CNRM-CM5;REMO2015;r1i1p1;v1;-1.9778345724906785;894.9245802074892;0.0;0.0;False
537;MAM;historical;1971-2000;GERICS;CNRM-CERFACS-CNRM-CM5;REMO2015;r1i1p1;v2;-1.5980425185873628;959.4448770233689;0.0;0.0;False
538;MAM;historical;1971-2000;GERICS;ICHEC-EC-EARTH;REMO2015;r12i1p1;v1;-0.8042750929367912;1049.2743238474357;0.0;0.0;False
539;MAM;historical;1971-2000;GERICS;IPSL-IPSL-CM5A-LR;REMO2015;r1i1p1;v1;-5.845051115241631;810.5316843145066;0.0;0.0;False
540;MAM;historical;1971-2000;GERICS;IPSL-IPSL-CM5A-MR;REMO2015;r1i1p1;v1;-2.923989312267622;927.8704022524747;0.0;0.0;False
541;MAM;historical;1971-2000;GERICS;MIROC-MIROC5;REMO2015;r1i1p1;v1;-1.7802857806691463;937.0053243127454;0.0;0.0;False
542;MAM;historical;1971-2000;GERICS;MOHC-HadGEM2-ES;REMO2015;r1i1p1;v1;0.5630285780669624;1080.9502989663067;0.0;0.0;False
543;MAM;historical;1971-2000;GERICS;MPI-M-MPI-ESM-LR;REMO2015;r3i1p1;v1;-0.03798210966539273;991.7375022649322;0.0;0.0;False
544;MAM;historical;1971-2000;GERICS;NCC-NorESM1-M;REMO2015;r1i1p1;v1;0.218058782527919;1072.8031752333322;0.0;0.0;False
545;MAM;historical;1971-2000;GERICS;NOAA-GFDL-GFDL-ESM2G;REMO2015;r1i1p1;v1;-3.2226359200743104;1020.9956058006746;0.0;0.0;False
546;MAM;historical;1971-2000;ICTP;CNRM-CERFACS-CNRM-CM5;RegCM4-6;r1i1p1;v2;3.9489776951672866;691.4931360064386;0.0;0.0;False
547;MAM;historical;1971-2000;ICTP;ICHEC-EC-EARTH;RegCM4-6;r12i1p1;v1;3.946421933085503;673.3817154645477;0.0;0.0;False
548;MAM;historical;1971-2000;ICTP;MOHC-HadGEM2-ES;RegCM4-6;r1i1p1;v1;5.115044144981425;700.010861655815;0.0;0.0;False
549;MAM;historical;1971-2000;ICTP;MPI-M-MPI-ESM-LR;RegCM4-6;r1i1p1;v1;5.34424953531601;713.9064668833545;0.0;0.0;False
550;MAM;historical;1971-2000;ICTP;NCC-NorESM1-M;RegCM4-6;r1i1p1;v1;4.902015566914542;777.5179586459824;0.0;0.0;False
551;MAM;historical;1971-2000;IPSL;CNRM-CERFACS-CNRM-CM5;WRF381P;r1i1p1;v2;-3.0327253717471763;734.3732636380373;0.0;0.0;False
552;MAM;historical;1971-2000;IPSL;ICHEC-EC-EARTH;WRF381P;r12i1p1;v1;-1.6590613382899164;826.4692602132111;0.0;0.0;False
553;MAM;historical;1971-2000;IPSL;IPSL-IPSL-CM5A-MR;WRF381P;r1i1p1;v1;-5.144423791821566;697.8311171000443;0.0;0.0;False
554;MAM;historical;1971-2000;IPSL;MOHC-HadGEM2-ES;WRF381P;r1i1p1;v1;-1.5503833643122675;831.6549009730049;0.0;0.0;False
555;MAM;historical;1971-2000;IPSL;MPI-M-MPI-ESM-LR;WRF381P;r1i1p1;v1;0.09785083643123471;890.9388614839227;0.0;0.0;False
556;MAM;historical;1971-2000;IPSL;NCC-NorESM1-M;WRF381P;r1i1p1;v1;-1.0095492565055793;887.9099119177648;0.0;0.0;False
557;MAM;historical;1971-2000;KNMI;CNRM-CERFACS-CNRM-CM5;RACMO22E;r1i1p1;v2;-4.08581552044609;776.108589713015;0.0;0.0;False
558;MAM;historical;1971-2000;KNMI;ICHEC-EC-EARTH;RACMO22E;r12i1p1;v1;-3.23364312267654;860.5893287489184;0.0;0.0;False
559;MAM;historical;1971-2000;KNMI;ICHEC-EC-EARTH;RACMO22E;r1i1p1;v1;-2.901800650557618;859.601748936903;0.0;0.0;True
560;MAM;historical;1971-2000;KNMI;ICHEC-EC-EARTH;RACMO22E;r3i1p1;v1;-3.2947490706319513;844.6050452089221;0.0;0.0;False
561;MAM;historical;1971-2000;KNMI;IPSL-IPSL-CM5A-MR;RACMO22E;r1i1p1;v1;-4.734165892193289;779.9134870416392;0.0;0.0;False
562;MAM;historical;1971-2000;KNMI;MOHC-HadGEM2-ES;RACMO22E;r1i1p1;v2;-2.351818076208133;908.3362287166615;0.0;0.0;False
563;MAM;historical;1971-2000;KNMI;MPI-M-MPI-ESM-LR;RACMO22E;r1i1p1;v1;-1.438365473977683;970.1881808086843;0.0;0.0;False
564;MAM;historical;1971-2000;KNMI;NCC-NorESM1-M;RACMO22E;r1i1p1;v1;-2.463777881040869;874.6509509611196;0.0;0.0;False
565;MAM;historical;1971-2000;MOHC;CNRM-CERFACS-CNRM-CM5;HadREM3-GA7-05;r1i1p1;v2;-2.7878949814125917;1002.915869974514;0.0;0.0;False
566;MAM;historical;1971-2000;MOHC;ICHEC-EC-EARTH;HadREM3-GA7-05;r12i1p1;v1;-2.0233445631969857;1036.4667062034837;0.0;0.0;False
567;MAM;historical;1971-2000;MOHC;MOHC-HadGEM2-ES;HadREM3-GA7-05;r1i1p1;v1;-1.2482806691449468;1068.0800766943778;0.0;0.0;False
568;MAM;historical;1971-2000;MOHC;MPI-M-MPI-ESM-LR;HadREM3-GA7-05;r1i1p1;v1;-0.01866868029736679;1167.4135178881509;0.0;0.0;False
569;MAM;historical;1971-2000;MOHC;NCC-NorESM1-M;HadREM3-GA7-05;r1i1p1;v1;-1.041815752788068;1120.680747339052;0.0;0.0;False
570;MAM;historical;1971-2000;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r1i1p1;v1;0.9278926579925724;1053.26681654471;0.0;0.0;True
571;MAM;historical;1971-2000;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r2i1p1;v1;0.8041414962825684;1048.269153555308;0.0;0.0;False
572;MAM;historical;1971-2000;RMIB-UGent;CNRM-CERFACS-CNRM-CM5;ALARO-0;r1i1p1;v1;-2.1433492100371723;609.5792959752358;0.0;0.0;False
573;MAM;historical;1971-2000;SMHI;CNRM-CERFACS-CNRM-CM5;RCA4;r1i1p1;v1;-4.714736291821566;839.6413613456997;0.0;0.0;True
574;MAM;historical;1971-2000;SMHI;ICHEC-EC-EARTH;RCA4;r12i1p1;v1;-3.6921700743494057;976.6988436030189;0.0;0.0;True
575;MAM;historical;1971-2000;SMHI;ICHEC-EC-EARTH;RCA4;r1i1p1;v1;-3.3572490706319513;957.2412596731602;0.0;0.0;False
576;MAM;historical;1971-2000;SMHI;ICHEC-EC-EARTH;RCA4;r3i1p1;v1;-4.0089974442378775;911.6270688469747;0.0;0.0;False
577;MAM;historical;1971-2000;SMHI;IPSL-IPSL-CM5A-MR;RCA4;r1i1p1;v1;-5.119563197026025;884.121130091107;0.0;0.0;True
578;MAM;historical;1971-2000;SMHI;MOHC-HadGEM2-ES;RCA4;r1i1p1;v1;-2.176312732342012;1064.393614648;0.0;0.0;True
579;MAM;historical;1971-2000;SMHI;MPI-M-MPI-ESM-LR;RCA4;r1i1p1;v1a;-1.371189591078064;1063.355011517895;0.0;0.0;True
580;MAM;historical;1971-2000;SMHI;MPI-M-MPI-ESM-LR;RCA4;r2i1p1;v1;-1.6909212360594665;1046.134805549144;0.0;0.0;False
581;MAM;historical;1971-2000;SMHI;MPI-M-MPI-ESM-LR;RCA4;r3i1p1;v1;-1.8886442843866007;1032.4810967375577;0.0;0.0;False
582;MAM;historical;1971-2000;SMHI;NCC-NorESM1-M;RCA4;r1i1p1;v1;-2.8664846654274925;974.426503196968;0.0;0.0;False
583;MAM;historical;1971-2000;UHOH;ICHEC-EC-EARTH;WRF361H;r12i1p1;v1;-3.3294842007434795;941.4942837282184;0.0;0.0;False
584;MAM;historical;1971-2000;UHOH;MOHC-HadGEM2-ES;WRF361H;r1i1p1;v1;-2.150116171003674;1031.3108381507122;0.0;0.0;False
585;MAM;historical;1971-2000;UHOH;MPI-M-MPI-ESM-LR;WRF361H;r1i1p1;v1;-1.4868087825278735;1016.5022760795839;0.0;0.0;False
586;MAM;historical;1985-2014;CLMcom-ETH;CNRM-CERFACS-CNRM-CM5;COSMO-crCLIM-v1-1;r1i1p1;v1;-1.9088870817843713;858.7748324851675;0.4469969795538873;-1.7737877339477102;False
587;MAM;historical;1985-2014;CLMcom-ETH;ICHEC-EC-EARTH;COSMO-crCLIM-v1-1;r12i1p1;v1;-1.351789033457237;919.2578409711889;0.47275789962822046;-0.22679310634337954;False
588;MAM;historical;1985-2014;CLMcom-ETH;ICHEC-EC-EARTH;COSMO-crCLIM-v1-1;r1i1p1;v1;-1.2713986988847523;886.2360302372714;0.056139637546436916;-0.664529963855503;False
589;MAM;historical;1985-2014;CLMcom-ETH;ICHEC-EC-EARTH;COSMO-crCLIM-v1-1;r3i1p1;v1;-1.2694237918215663;933.7074916934434;0.3526951672862424;3.6963729608028832;False
590;MAM;historical;1985-2014;CLMcom-ETH;MOHC-HadGEM2-ES;COSMO-crCLIM-v1-1;r1i1p1;v1;-0.2719795539033498;958.0856027185474;0.4279739776951601;-1.861948993567401;False
591;MAM;historical;1985-2014;CLMcom-ETH;MPI-M-MPI-ESM-LR;COSMO-crCLIM-v1-1;r1i1p1;v1;0.3569702602230791;1022.9869355554916;0.07629530669146334;-2.4666391107207404;False
592;MAM;historical;1985-2014;CLMcom-ETH;MPI-M-MPI-ESM-LR;COSMO-crCLIM-v1-1;r2i1p1;v1;0.39844330855021326;1006.2914940338153;0.030291589219359594;-4.392465136422151;False
593;MAM;historical;1985-2014;CLMcom-ETH;MPI-M-MPI-ESM-LR;COSMO-crCLIM-v1-1;r3i1p1;v1;-0.2956203531598476;995.6404036970387;0.03444470260222943;1.6412912252398646;False
594;MAM;historical;1985-2014;CLMcom-ETH;NCC-NorESM1-M;COSMO-crCLIM-v1-1;r1i1p1;v1;-0.330065055762077;1026.8323674687222;0.3538278345724848;4.067290366208391;False
595;MAM;historical;1985-2014;CLMcom;CCCma-CanESM2;CCLM4-8-17;r1i1p1;v1;-0.48445631970258773;1141.0505233090164;0.3431691449814025;3.58062754558674;False
596;MAM;historical;1985-2014;CLMcom;CNRM-CERFACS-CNRM-CM5;CCLM4-8-17;r1i1p1;v1;-2.5847699814125917;806.9840887291392;0.17623141263942443;2.8135601336369587;True
597;MAM;historical;1985-2014;CLMcom;ICHEC-EC-EARTH;CCLM4-8-17;r12i1p1;v1;-1.4901486988847523;889.7983756040994;0.4082539498140818;-1.0168935322790562;True
598;MAM;historical;1985-2014;CLMcom;MIROC-MIROC5;CCLM4-8-17;r1i1p1;v1;-1.5143122676579424;958.2336468213553;0.7138708178438833;0.2640469804020797;False
599;MAM;historical;1985-2014;CLMcom;MOHC-HadGEM2-ES;CCLM4-8-17;r1i1p1;v1;-0.5536361524163453;923.8194567175602;0.45289265799254963;-1.0809655466580308;False
600;MAM;historical;1985-2014;CLMcom;MPI-M-MPI-ESM-LR;CCLM4-8-17;r1i1p1;v1;-0.08308550185870445;953.0699122184715;0.07655669144980948;-2.088622328638801;True
601;MAM;historical;1985-2014;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN53;r1i1p1;v1;-0.6933898698884491;646.5336169618213;0.22130576208178354;-1.5701990364797467;False
602;MAM;historical;1985-2014;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN63;r1i1p1;v2;1.6133306226765853;766.9452606662277;0.9957888011152249;1.0613190399783443;False
603;MAM;historical;1985-2014;CNRM;MOHC-HadGEM2-ES;ALADIN63;r1i1p1;v1;2.5401138475836547;843.5846881047722;0.4755169609665586;2.0398564289970738;False
604;MAM;historical;1985-2014;CNRM;MPI-M-MPI-ESM-LR;ALADIN63;r1i1p1;v1;3.202695167286265;817.0511423488975;0.013417750929363592;1.7221695579424254;False
605;MAM;historical;1985-2014;CNRM;NCC-NorESM1-M;ALADIN63;r1i1p1;v1;2.4277184014870272;918.1567424707475;0.381737918215606;3.2442552551585875;False
606;MAM;historical;1985-2014;DMI;CNRM-CERFACS-CNRM-CM5;HIRHAM5;r1i1p1;v2;-1.5322316449813798;1100.4176068261654;0.607312964684013;1.2680516068730256;False
607;MAM;historical;1985-2014;DMI;ICHEC-EC-EARTH;HIRHAM5;r12i1p1;v1;-1.0409735130111244;1125.8549706754188;0.5230018587360519;1.118232792800991;False
608;MAM;historical;1985-2014;DMI;ICHEC-EC-EARTH;HIRHAM5;r1i1p1;v1;-0.9530320631969857;1115.6050743943697;0.15392657992566683;0.06516972941528981;False
609;MAM;historical;1985-2014;DMI;ICHEC-EC-EARTH;HIRHAM5;r3i1p1;v2;-1.2283573420074276;1158.0536343461963;0.3805471654275152;7.2604706114508195;True
610;MAM;historical;1985-2014;DMI;IPSL-IPSL-CM5A-MR;HIRHAM5;r1i1p1;v1;-2.793180762081761;1064.5364143840663;0.25920655204458853;1.1052053097837353;False
611;MAM;historical;1985-2014;DMI;MOHC-HadGEM2-ES;HIRHAM5;r1i1p1;v2;0.1895097583643519;1199.6061723887035;0.3047165427509526;-2.444821608050926;False
612;MAM;historical;1985-2014;DMI;MPI-M-MPI-ESM-LR;HIRHAM5;r1i1p1;v1;0.5147304832714212;1247.9241620430716;0.13879530669146334;-1.4424693174985637;False
613;MAM;historical;1985-2014;DMI;NCC-NorESM1-M;HIRHAM5;r1i1p1;v3;-0.18897537174717627;1270.4093844474028;0.3661419609665586;4.456224123775934;False
614;MAM;historical;1985-2014;GERICS;CCCma-CanESM2;REMO2015;r1i1p1;v1;0.654397072490724;1149.7900419685034;0.29829809479554115;2.8876749582383927;False
615;MAM;historical;1985-2014;GERICS;CNRM-CERFACS-CNRM-CM5;REMO2015;r1i1p1;v1;-1.8393006505576182;925.2080120700222;0.13853392193306036;3.3839088267652313;False
616;MAM;historical;1985-2014;GERICS;CNRM-CERFACS-CNRM-CM5;REMO2015;r1i1p1;v2;-1.1003368959107434;973.5589975318059;0.49770562267661944;1.4710715379736319;False
617;MAM;historical;1985-2014;GERICS;ICHEC-EC-EARTH;REMO2015;r12i1p1;v1;-0.5662987918215663;966.3828464494983;0.23797630111522494;-7.899886189342209;False
618;MAM;historical;1985-2014;GERICS;IPSL-IPSL-CM5A-LR;REMO2015;r1i1p1;v1;-5.527497676579912;791.9192628623384;0.3175534386617187;-2.296322501927767;False
619;MAM;historical;1985-2014;GERICS;IPSL-IPSL-CM5A-MR;REMO2015;r1i1p1;v1;-2.684851301115202;911.868965262928;0.23913801115241995;-1.724533614899456;False
620;MAM;historical;1985-2014;GERICS;MIROC-MIROC5;REMO2015;r1i1p1;v1;-0.9479205390334187;944.3589098031415;0.8323652416357277;0.7847965534016127;False
621;MAM;historical;1985-2014;GERICS;MOHC-HadGEM2-ES;REMO2015;r1i1p1;v1;0.9018122676579878;1071.9506378649114;0.33878368959102545;-0.832569370673341;False
622;MAM;historical;1985-2014;GERICS;MPI-M-MPI-ESM-LR;REMO2015;r3i1p1;v1;0.194447026022317;1051.0179665313556;0.23242913568770973;5.977434969539672;False
623;MAM;historical;1985-2014;GERICS;NCC-NorESM1-M;REMO2015;r1i1p1;v1;1.2657179368030143;1097.1219593596725;1.0476591542750953;2.266844905735004;False
624;MAM;historical;1985-2014;GERICS;NOAA-GFDL-GFDL-ESM2G;REMO2015;r1i1p1;v1;-2.776655436802969;1007.0600122767311;0.44598048327134165;-1.3649023996548084;False
625;MAM;historical;1985-2014;ICTP;CNRM-CERFACS-CNRM-CM5;RegCM4-6;r1i1p1;v2;4.232725371747222;732.6837034861394;0.28374767657993516;5.956757245283378;False
626;MAM;historical;1985-2014;ICTP;ICHEC-EC-EARTH;RegCM4-6;r12i1p1;v1;4.153380576208178;654.8060045795702;0.2069586431226753;-2.7585707271784994;False
627;MAM;historical;1985-2014;ICTP;MOHC-HadGEM2-ES;RegCM4-6;r1i1p1;v1;5.500383364312313;719.3850273771911;0.38533921933088777;2.7676950148385115;False
628;MAM;historical;1985-2014;ICTP;MPI-M-MPI-ESM-LR;RegCM4-6;r1i1p1;v1;5.241786710037218;726.1035528324794;-0.10246282527879202;1.708499154290161;False
629;MAM;historical;1985-2014;ICTP;NCC-NorESM1-M;RegCM4-6;r1i1p1;v1;5.310269516728624;793.3505379522157;0.4082539498140818;2.036297571030407;False
630;MAM;historical;1985-2014;IPSL;CNRM-CERFACS-CNRM-CM5;WRF381P;r1i1p1;v2;-2.6025441449813798;742.7598801188752;0.4301812267657965;1.1420100507596347;False
631;MAM;historical;1985-2014;IPSL;ICHEC-EC-EARTH;WRF381P;r12i1p1;v1;-1.1505808550185748;831.4004945572203;0.5084804832713417;0.5966627655016521;False
632;MAM;historical;1985-2014;IPSL;IPSL-IPSL-CM5A-MR;WRF381P;r1i1p1;v1;-5.109165892193289;705.2594348165072;0.0352578996282773;1.0644864544494064;False
633;MAM;historical;1985-2014;IPSL;MOHC-HadGEM2-ES;WRF381P;r1i1p1;v1;-1.0112337360594665;829.6826366764462;0.539149628252801;-0.23714936258430763;False
634;MAM;historical;1985-2014;IPSL;MPI-M-MPI-ESM-LR;WRF381P;r1i1p1;v1;0.05852695167288857;882.9184219850483;-0.03932388475834614;-0.9002233313199162;False
635;MAM;historical;1985-2014;IPSL;NCC-NorESM1-M;WRF381P;r1i1p1;v1;-0.651190752788068;925.2787017633924;0.3583585037175112;4.208624021880332;False
636;MAM;historical;1985-2014;KNMI;CNRM-CERFACS-CNRM-CM5;RACMO22E;r1i1p1;v2;-2.997089916356856;781.1875403869108;1.088725604089234;0.6544123774965296;False
637;MAM;historical;1985-2014;KNMI;ICHEC-EC-EARTH;RACMO22E;r12i1p1;v1;-2.885769052044566;761.7956202989617;0.34787407063197406;-11.479773818898968;False
638;MAM;historical;1985-2014;KNMI;ICHEC-EC-EARTH;RACMO22E;r1i1p1;v1;-2.699430762081761;802.9508429319774;0.20236988847585735;-6.590366536013642;True
639;MAM;historical;1985-2014;KNMI;ICHEC-EC-EARTH;RACMO22E;r3i1p1;v1;-2.8890218401487004;903.8286955023123;0.4057272304832509;7.011993431644792;False
640;MAM;historical;1985-2014;KNMI;IPSL-IPSL-CM5A-MR;RACMO22E;r1i1p1;v1;-4.548263243494375;794.1430928760301;0.1859026486989137;1.824510804187598;False
641;MAM;historical;1985-2014;KNMI;MOHC-HadGEM2-ES;RACMO22E;r1i1p1;v2;-1.7843517657992152;861.1709617978468;0.5674663104089177;-5.192489898311329;False
642;MAM;historical;1985-2014;KNMI;MPI-M-MPI-ESM-LR;RACMO22E;r1i1p1;v1;-1.4063894052044361;946.1752088179597;0.03197606877324688;-2.475083954404483;False
643;MAM;historical;1985-2014;KNMI;NCC-NorESM1-M;RACMO22E;r1i1p1;v1;-2.1231064126394017;932.3581598339027;0.34067146840146734;6.597741511556234;False
644;MAM;historical;1985-2014;MOHC;CNRM-CERFACS-CNRM-CM5;HadREM3-GA7-05;r1i1p1;v2;-2.0419319237918216;1011.5451476747884;0.7459630576207701;0.8604189003902897;False
645;MAM;historical;1985-2014;MOHC;ICHEC-EC-EARTH;HadREM3-GA7-05;r12i1p1;v1;-1.5383596654274925;1043.3945146690514;0.4849848977694933;0.6684062714318919;False
646;MAM;historical;1985-2014;MOHC;MOHC-HadGEM2-ES;HadREM3-GA7-05;r1i1p1;v1;-0.7679135687732241;1065.5221368161942;0.4803671003717227;-0.23948952274254756;False
647;MAM;historical;1985-2014;MOHC;MPI-M-MPI-ESM-LR;HadREM3-GA7-05;r1i1p1;v1;-0.030547165427492473;1157.8252858776586;-0.011878485130125682;-0.8213226816010573;False
648;MAM;historical;1985-2014;MOHC;NCC-NorESM1-M;HadREM3-GA7-05;r1i1p1;v1;-0.6418970724906785;1158.3901478787782;0.39991868029738953;3.36486556311987;False
649;MAM;historical;1985-2014;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r1i1p1;v1;0.9968111059479838;1031.481717100374;0.06891844795541147;-2.0683362565055576;True
650;MAM;historical;1985-2014;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r2i1p1;v1;1.457632434944287;949.6486184654626;0.6534909386617187;-9.407940198885402;False
651;MAM;historical;1985-2014;RMIB-UGent;CNRM-CERFACS-CNRM-CM5;ALARO-0;r1i1p1;v1;-1.802590613382904;593.7825531750697;0.34075859665426833;-2.591417212570144;False
652;MAM;historical;1985-2014;SMHI;CNRM-CERFACS-CNRM-CM5;RCA4;r1i1p1;v1;-4.634752555762077;860.4154998429646;0.07998373605948927;2.4741680738511955;True
653;MAM;historical;1985-2014;SMHI;ICHEC-EC-EARTH;RCA4;r12i1p1;v1;-3.1363499070631633;986.6430370060929;0.5558201672862424;1.0181432555392456;True
654;MAM;historical;1985-2014;SMHI;ICHEC-EC-EARTH;RCA4;r1i1p1;v1;-3.2906830855018256;952.6403111762274;0.06656598513012568;-0.4806466969992224;False
