;Årstid;Eksperiment;Periode;Institutt;Modell;Modell Id;Ensemble;RCM Ver;TAS celsius;PR mm.år;TAS endring;PR endring;Referansemodell
1442;JJA;rcp85;2041-2070;UHOH;MOHC-HadGEM2-ES;WRF361H;r1i1p1;v1;12.439306459107854;1301.608886996277;3.512110827137576;5.148980091150467;False
1443;JJA;rcp85;2041-2070;UHOH;MPI-M-MPI-ESM-LR;WRF361H;r1i1p1;v1;11.351800650557664;1370.7219926148764;1.72412290892197;0.5576455787353256;False
1444;JJA;rcp85;2071-2100;CLMcom-ETH;CNRM-CERFACS-CNRM-CM5;COSMO-crCLIM-v1-1;r1i1p1;v1;13.612459340148746;1280.1492660628376;3.2190694702602514;20.11648746438321;False
1445;JJA;rcp85;2071-2100;CLMcom-ETH;ICHEC-EC-EARTH;COSMO-crCLIM-v1-1;r12i1p1;v1;12.239550418215629;1343.498375601928;3.5125174256505716;13.346592704973572;False
1446;JJA;rcp85;2071-2100;CLMcom-ETH;ICHEC-EC-EARTH;COSMO-crCLIM-v1-1;r1i1p1;v1;12.666740241635694;1235.3750479764212;3.7349558550185975;2.8733787443231695;False
1447;JJA;rcp85;2071-2100;CLMcom-ETH;ICHEC-EC-EARTH;COSMO-crCLIM-v1-1;r3i1p1;v1;12.83338754646843;1307.138416179383;3.688022769516749;17.99928966576121;False
1448;JJA;rcp85;2071-2100;CLMcom-ETH;MOHC-HadGEM2-ES;COSMO-crCLIM-v1-1;r1i1p1;v1;14.815351998141296;1230.2956602719637;5.072200278810442;5.161343584770475;False
1449;JJA;rcp85;2071-2100;CLMcom-ETH;MPI-M-MPI-ESM-LR;COSMO-crCLIM-v1-1;r1i1p1;v1;12.96239544609665;1427.4571908894081;2.6825336895910254;8.07089685142395;False
1450;JJA;rcp85;2071-2100;CLMcom-ETH;MPI-M-MPI-ESM-LR;COSMO-crCLIM-v1-1;r2i1p1;v1;12.944040427509321;1430.2884933839944;2.9746166356877097;2.893215131491561;False
1451;JJA;rcp85;2071-2100;CLMcom-ETH;MPI-M-MPI-ESM-LR;COSMO-crCLIM-v1-1;r3i1p1;v1;12.810734200743525;1501.8816381831373;2.7888592007435022;9.461563741061397;False
1452;JJA;rcp85;2071-2100;CLMcom-ETH;NCC-NorESM1-M;COSMO-crCLIM-v1-1;r1i1p1;v1;12.992570864312313;1241.2196761945809;4.169754879182165;-1.5764169814686546;False
1453;JJA;rcp85;2071-2100;CLMcom;CCCma-CanESM2;CCLM4-8-17;r1i1p1;v1;15.304460966542763;982.6381981954478;5.156279042750896;-12.57122481850582;False
1454;JJA;rcp85;2071-2100;CLMcom;CNRM-CERFACS-CNRM-CM5;CCLM4-8-17;r1i1p1;v1;13.451010687732378;1178.10426874841;3.3066914498141387;14.183195532046671;True
1455;JJA;rcp85;2071-2100;CLMcom;ICHEC-EC-EARTH;CCLM4-8-17;r12i1p1;v1;12.109090381040915;1306.2541940952322;3.4769400557620997;9.212231504217632;True
1456;JJA;rcp85;2071-2100;CLMcom;MIROC-MIROC5;CCLM4-8-17;r1i1p1;v1;15.287383828996326;1139.4988462993647;5.004065985130126;13.819558715455962;False
1457;JJA;rcp85;2071-2100;CLMcom;MOHC-HadGEM2-ES;CCLM4-8-17;r1i1p1;v1;15.123698884758369;1142.2313798869852;5.459659618959108;3.9048722348290124;False
1458;JJA;rcp85;2071-2100;CLMcom;MPI-M-MPI-ESM-LR;CCLM4-8-17;r1i1p1;v1;12.523210966542763;1455.829105703472;2.656888940520446;14.617264911873706;True
1459;JJA;rcp85;2071-2100;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN53;r1i1p1;v1;16.720547020213758;1240.7607941046965;3.871970115009276;9.110058512120352;False
1460;JJA;rcp85;2071-2100;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN63;r1i1p1;v2;16.969278578066962;1251.8998290637169;3.863150557620827;9.698432219770698;False
1461;JJA;rcp85;2071-2100;CNRM;MOHC-HadGEM2-ES;ALADIN63;r1i1p1;v1;17.519725836431235;1222.6730824707831;5.515741171003697;9.483368227444391;False
1462;JJA;rcp85;2071-2100;CNRM;MPI-M-MPI-ESM-LR;ALADIN63;r1i1p1;v1;16.247711431226776;1135.657784691752;3.0560525092936928;-2.6462131780164873;False
1463;JJA;rcp85;2071-2100;CNRM;NCC-NorESM1-M;ALADIN63;r1i1p1;v1;15.991554368029767;1160.7130745723566;4.811861059479554;0.2667485892422704;False
1464;JJA;rcp85;2071-2100;DMI;CNRM-CERFACS-CNRM-CM5;HIRHAM5;r1i1p1;v2;14.102613847583655;1551.7672564626625;3.5611059479553546;17.33425661976379;False
1465;JJA;rcp85;2071-2100;DMI;ICHEC-EC-EARTH;HIRHAM5;r12i1p1;v1;12.197177044609703;1566.537032071432;3.596334804832736;14.731782019993481;False
1466;JJA;rcp85;2071-2100;DMI;ICHEC-EC-EARTH;HIRHAM5;r1i1p1;v1;12.779222815985179;1487.3374796018945;3.957336198884775;1.1832906419406917;False
1467;JJA;rcp85;2071-2100;DMI;ICHEC-EC-EARTH;HIRHAM5;r3i1p1;v2;13.048303903345754;1515.601447867195;4.191391728624524;12.904788523665236;True
1468;JJA;rcp85;2071-2100;DMI;IPSL-IPSL-CM5A-MR;HIRHAM5;r1i1p1;v1;13.6501277881041;1524.9044081784757;4.447142193308537;18.995961696437057;False
1469;JJA;rcp85;2071-2100;DMI;MOHC-HadGEM2-ES;HIRHAM5;r1i1p1;v2;15.164474907063209;1519.3317222273924;5.573478159851277;11.397341114670828;False
1470;JJA;rcp85;2071-2100;DMI;MPI-M-MPI-ESM-LR;HIRHAM5;r1i1p1;v1;12.983683782527919;1631.78995599534;2.8772943773234374;8.888071846999017;False
1471;JJA;rcp85;2071-2100;DMI;NCC-NorESM1-M;HIRHAM5;r1i1p1;v3;12.611617100371745;1372.3395519817186;4.336024628252744;0.20388471502850294;False
1472;JJA;rcp85;2071-2100;GERICS;CCCma-CanESM2;REMO2015;r1i1p1;v1;15.456877323420088;1185.2670903985827;4.6545074349442075;0.991861344963373;False
1473;JJA;rcp85;2071-2100;GERICS;CNRM-CERFACS-CNRM-CM5;REMO2015;r1i1p1;v1;14.971543912639447;1410.2658289377353;3.5066217472119092;9.876388829538113;False
1474;JJA;rcp85;2071-2100;GERICS;CNRM-CERFACS-CNRM-CM5;REMO2015;r1i1p1;v2;14.88769749070633;1364.2761196013278;3.3377671933085367;12.767762680500924;False
1475;JJA;rcp85;2071-2100;GERICS;ICHEC-EC-EARTH;REMO2015;r12i1p1;v1;13.062738150557664;1348.2030095996467;3.346247676579935;11.260054924634154;False
1476;JJA;rcp85;2071-2100;GERICS;IPSL-IPSL-CM5A-MR;REMO2015;r1i1p1;v1;14.484932620817858;1228.0163273769242;4.3286187267657965;12.036675051081005;False
1477;JJA;rcp85;2071-2100;GERICS;MIROC-MIROC5;REMO2015;r1i1p1;v1;16.03889405204461;1393.4476910858348;4.759496979553887;20.462852138484244;False
1478;JJA;rcp85;2071-2100;GERICS;MOHC-HadGEM2-ES;REMO2015;r1i1p1;v1;15.788952137546516;1328.84823710945;5.283747676579935;9.266758146637596;False
1479;JJA;rcp85;2071-2100;GERICS;MPI-M-MPI-ESM-LR;REMO2015;r3i1p1;v1;12.65927625464684;1265.9867444196818;2.413365473977649;4.040598856387174;False
1480;JJA;rcp85;2071-2100;GERICS;NCC-NorESM1-M;REMO2015;r1i1p1;v1;13.766705390334607;1177.8096008921202;4.351707713754649;-0.5925562672099639;False
1481;JJA;rcp85;2071-2100;ICTP;CNRM-CERFACS-CNRM-CM5;RegCM4-6;r1i1p1;v2;16.763104089219325;845.2711344139173;3.3905669144980948;1.5812028488712389;False
1482;JJA;rcp85;2071-2100;ICTP;ICHEC-EC-EARTH;RegCM4-6;r12i1p1;v1;15.857841542750975;778.6894190668727;3.4455448420074504;2.294843543474454;False
1483;JJA;rcp85;2071-2100;ICTP;MOHC-HadGEM2-ES;RegCM4-6;r1i1p1;v1;18.050104553903395;827.344960201407;4.737134061338338;11.794900564627266;False
1484;JJA;rcp85;2071-2100;ICTP;MPI-M-MPI-ESM-LR;RegCM4-6;r1i1p1;v1;16.022572026022317;897.4624713086506;2.465613382899619;-1.0057201834353773;False
1485;JJA;rcp85;2071-2100;ICTP;NCC-NorESM1-M;RegCM4-6;r1i1p1;v1;16.65971189591079;871.4874506107493;3.9140625;-3.8904141808210335;False
1486;JJA;rcp85;2071-2100;IPSL;CNRM-CERFACS-CNRM-CM5;WRF381P;r1i1p1;v2;15.70995585501862;1388.563000496657;3.506737918215606;26.514300845348604;False
1487;JJA;rcp85;2071-2100;IPSL;ICHEC-EC-EARTH;WRF381P;r12i1p1;v1;13.599419144981425;1427.8934566477196;3.778113382899619;22.025234077676064;False
1488;JJA;rcp85;2071-2100;IPSL;IPSL-IPSL-CM5A-MR;WRF381P;r1i1p1;v1;15.712685873605949;1368.4191693271403;5.605686570631974;33.27469461008262;False
1489;JJA;rcp85;2071-2100;IPSL;MOHC-HadGEM2-ES;WRF381P;r1i1p1;v1;16.233654739776966;1455.689583696619;5.916821561338281;22.075936080330774;False
1490;JJA;rcp85;2071-2100;IPSL;MPI-M-MPI-ESM-LR;WRF381P;r1i1p1;v1;13.865044144981425;1442.2428088560423;2.785490241635671;13.493210810085808;False
1491;JJA;rcp85;2071-2100;IPSL;NCC-NorESM1-M;WRF381P;r1i1p1;v1;13.839980250929386;1322.4933757103952;4.867623141263948;15.311604632295975;False
1492;JJA;rcp85;2071-2100;KNMI;CNRM-CERFACS-CNRM-CM5;RACMO22E;r1i1p1;v2;13.229704925650594;1167.4670541319706;4.090526254646875;15.989760766131942;False
1493;JJA;rcp85;2071-2100;KNMI;ICHEC-EC-EARTH;RACMO22E;r12i1p1;v1;11.263597815985179;1235.6619585402393;4.049663104089234;18.035891226285308;False
1494;JJA;rcp85;2071-2100;KNMI;ICHEC-EC-EARTH;RACMO22E;r1i1p1;v1;11.584520213754672;1162.853759521667;4.242884526022294;9.586510447512854;True
1495;JJA;rcp85;2071-2100;KNMI;ICHEC-EC-EARTH;RACMO22E;r3i1p1;v1;12.053996282527919;1219.9354137740613;4.452776486988853;21.146215768908018;False
1496;JJA;rcp85;2071-2100;KNMI;IPSL-IPSL-CM5A-MR;RACMO22E;r1i1p1;v1;12.69253020446098;1241.3933958428943;4.9948303903345845;26.756574520153304;False
1497;JJA;rcp85;2071-2100;KNMI;MOHC-HadGEM2-ES;RACMO22E;r1i1p1;v2;14.493935873605949;1263.9141269803713;6.008509526022294;17.73665954030163;False
1498;JJA;rcp85;2071-2100;KNMI;MPI-M-MPI-ESM-LR;RACMO22E;r1i1p1;v1;12.394086895910789;1356.3362576122843;3.277910083643121;16.61637195317276;False
1499;JJA;rcp85;2071-2100;KNMI;NCC-NorESM1-M;RACMO22E;r1i1p1;v1;12.059049721189638;1166.6016243619767;4.7810176579926065;10.31141051312668;False
1500;JJA;rcp85;2071-2100;MOHC;CNRM-CERFACS-CNRM-CM5;HadREM3-GA7-05;r1i1p1;v2;15.53761617100372;1462.5441895430858;4.626539265799238;13.893957480552118;False
1501;JJA;rcp85;2071-2100;MOHC;ICHEC-EC-EARTH;HadREM3-GA7-05;r12i1p1;v1;13.804402881040915;1497.0980109113743;4.692960037174714;10.855213605596706;False
1502;JJA;rcp85;2071-2100;MOHC;MOHC-HadGEM2-ES;HadREM3-GA7-05;r1i1p1;v1;16.563551347583655;1467.8700624843957;6.446822723048342;5.934285292551784;False
1503;JJA;rcp85;2071-2100;MOHC;MPI-M-MPI-ESM-LR;HadREM3-GA7-05;r1i1p1;v1;14.469656133829005;1712.9445646830652;3.45922397769516;10.055986787129473;False
1504;JJA;rcp85;2071-2100;MOHC;NCC-NorESM1-M;HadREM3-GA7-05;r1i1p1;v1;14.557074814126395;1410.1702285023425;5.471712360594779;0.021760650513247087;False
1505;JJA;rcp85;2071-2100;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r1i1p1;v1;12.92222932156136;1202.6271461471083;2.442001626394074;2.2444957910014414;True
1506;JJA;rcp85;2071-2100;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r2i1p1;v1;12.9626277881041;1229.8938106703936;2.801463754646818;0.1481917747648794;False
1507;JJA;rcp85;2071-2100;RMIB-UGent;CNRM-CERFACS-CNRM-CM5;ALARO-0;r1i1p1;v1;14.937070167286265;1029.9257790427448;3.6827950743494284;23.555927217105136;False
1508;JJA;rcp85;2071-2100;SMHI;CNRM-CERFACS-CNRM-CM5;RCA4;r1i1p1;v1;12.488882434944287;1565.5598317352592;3.9176057156134334;24.225135254281508;True
1509;JJA;rcp85;2071-2100;SMHI;ICHEC-EC-EARTH;RCA4;r12i1p1;v1;11.413429368029767;1596.1205048604304;4.269110130111528;22.943879709919045;True
1510;JJA;rcp85;2071-2100;SMHI;ICHEC-EC-EARTH;RCA4;r1i1p1;v1;11.709781598513018;1553.0674223840015;4.388940520446056;21.283160470568976;False
1511;JJA;rcp85;2071-2100;SMHI;ICHEC-EC-EARTH;RCA4;r3i1p1;v1;11.953363150557664;1600.7076868946667;4.758596654275095;27.388935668194552;False
1512;JJA;rcp85;2071-2100;SMHI;IPSL-IPSL-CM5A-MR;RCA4;r1i1p1;v1;12.133834804832759;1517.0471449656113;4.990183550185918;33.87267895302545;True
1513;JJA;rcp85;2071-2100;SMHI;MOHC-HadGEM2-ES;RCA4;r1i1p1;v1;13.978833643122698;1608.7988707157315;5.727172397769493;22.79063150522161;True
1514;JJA;rcp85;2071-2100;SMHI;MPI-M-MPI-ESM-LR;RCA4;r1i1p1;v1a;12.24864079925652;1716.6049141533756;3.2996921468401297;18.51799215850987;True
1515;JJA;rcp85;2071-2100;SMHI;MPI-M-MPI-ESM-LR;RCA4;r2i1p1;v1;12.251022304832759;1790.2405212830656;3.6596189591078314;17.15485673898923;False
1516;JJA;rcp85;2071-2100;SMHI;MPI-M-MPI-ESM-LR;RCA4;r3i1p1;v1;12.178008828996326;1876.555040556259;3.3878659386617187;21.633602890510314;False
1517;JJA;rcp85;2071-2100;SMHI;NCC-NorESM1-M;RCA4;r1i1p1;v1;11.791595027881044;1462.6108367037596;4.703676812267645;11.922909773627671;False
1518;JJA;rcp85;2071-2100;UHOH;ICHEC-EC-EARTH;WRF361H;r12i1p1;v1;11.863127323420088;1325.1861395168926;3.908602462825286;10.288780334865388;False
1519;JJA;rcp85;2071-2100;UHOH;MOHC-HadGEM2-ES;WRF361H;r1i1p1;v1;14.316775092936837;1326.1290329539643;5.389579460966559;7.129811940790661;False
1520;JJA;rcp85;2071-2100;UHOH;MPI-M-MPI-ESM-LR;WRF361H;r1i1p1;v1;12.500789962825309;1360.2623216641657;2.873112221189615;-0.2096871772856678;False
1521;SON;historical;1971-2000;CLMcom-ETH;CNRM-CERFACS-CNRM-CM5;COSMO-crCLIM-v1-1;r1i1p1;v1;0.8588289962825684;1156.4288639750844;0.0;0.0;False
1522;SON;historical;1971-2000;CLMcom-ETH;ICHEC-EC-EARTH;COSMO-crCLIM-v1-1;r12i1p1;v1;0.4545829460966502;1276.9263841848833;0.0;0.0;False
1523;SON;historical;1971-2000;CLMcom-ETH;ICHEC-EC-EARTH;COSMO-crCLIM-v1-1;r1i1p1;v1;1.0975313661710402;1298.1265182222576;0.0;0.0;False
1524;SON;historical;1971-2000;CLMcom-ETH;ICHEC-EC-EARTH;COSMO-crCLIM-v1-1;r3i1p1;v1;1.2699000929368367;1298.5321918412435;0.0;0.0;False
1525;SON;historical;1971-2000;CLMcom-ETH;MOHC-HadGEM2-ES;COSMO-crCLIM-v1-1;r1i1p1;v1;2.033898698884798;1299.9053418664018;0.0;0.0;False
1526;SON;historical;1971-2000;CLMcom-ETH;MPI-M-MPI-ESM-LR;COSMO-crCLIM-v1-1;r1i1p1;v1;2.2862802044609793;1415.7886934047738;0.0;0.0;False
1527;SON;historical;1971-2000;CLMcom-ETH;MPI-M-MPI-ESM-LR;COSMO-crCLIM-v1-1;r2i1p1;v1;1.9418622211896377;1472.4875088850363;0.0;0.0;False
1528;SON;historical;1971-2000;CLMcom-ETH;MPI-M-MPI-ESM-LR;COSMO-crCLIM-v1-1;r3i1p1;v1;2.031807620817858;1469.0895962670834;0.0;0.0;False
1529;SON;historical;1971-2000;CLMcom-ETH;NCC-NorESM1-M;COSMO-crCLIM-v1-1;r1i1p1;v1;0.6163801115241654;1408.1642582237055;0.0;0.0;False
1530;SON;historical;1971-2000;CLMcom;CCCma-CanESM2;CCLM4-8-17;r1i1p1;v1;1.4240299721190013;1426.2031316923387;0.0;0.0;False
1531;SON;historical;1971-2000;CLMcom;CNRM-CERFACS-CNRM-CM5;CCLM4-8-17;r1i1p1;v1;0.46477695167288857;1050.0898228757444;0.0;0.0;True
1532;SON;historical;1971-2000;CLMcom;ICHEC-EC-EARTH;CCLM4-8-17;r12i1p1;v1;0.013249302973974864;1276.7084151921883;0.0;0.0;True
1533;SON;historical;1971-2000;CLMcom;MIROC-MIROC5;CCLM4-8-17;r1i1p1;v1;0.155471654275118;1080.7072007163085;0.0;0.0;False
1534;SON;historical;1971-2000;CLMcom;MOHC-HadGEM2-ES;CCLM4-8-17;r1i1p1;v1;1.28442146840149;1208.1582049371807;0.0;0.0;False
1535;SON;historical;1971-2000;CLMcom;MPI-M-MPI-ESM-LR;CCLM4-8-17;r1i1p1;v1;1.4727637081784337;1326.2846158339632;0.0;0.0;True
1536;SON;historical;1971-2000;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN53;r1i1p1;v1;2.468784851301166;922.6864549861078;0.0;0.0;False
1537;SON;historical;1971-2000;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN63;r1i1p1;v2;3.09558550185875;1094.8385839319362;0.0;0.0;False
1538;SON;historical;1971-2000;CNRM;MOHC-HadGEM2-ES;ALADIN63;r1i1p1;v1;3.857957713754672;1156.513975676994;0.0;0.0;False
1539;SON;historical;1971-2000;CNRM;MPI-M-MPI-ESM-LR;ALADIN63;r1i1p1;v1;4.492396607806711;1260.2058134059037;0.0;0.0;False
1540;SON;historical;1971-2000;CNRM;NCC-NorESM1-M;ALADIN63;r1i1p1;v1;3.3800302044609793;1359.2420738176563;0.0;0.0;False
1541;SON;historical;1971-2000;DMI;CNRM-CERFACS-CNRM-CM5;HIRHAM5;r1i1p1;v2;0.3760223048327589;1478.3701587620722;0.0;0.0;False
1542;SON;historical;1971-2000;DMI;ICHEC-EC-EARTH;HIRHAM5;r12i1p1;v1;0.12552857806696238;1621.7559528118172;0.0;0.0;False
1543;SON;historical;1971-2000;DMI;ICHEC-EC-EARTH;HIRHAM5;r1i1p1;v1;0.7164323884758801;1652.0917737129453;0.0;0.0;False
1544;SON;historical;1971-2000;DMI;ICHEC-EC-EARTH;HIRHAM5;r3i1p1;v2;0.9379995353160098;1639.8745843579777;0.0;0.0;True
1545;SON;historical;1971-2000;DMI;IPSL-IPSL-CM5A-MR;HIRHAM5;r1i1p1;v1;-0.3478101765799124;1578.5044584603336;0.0;0.0;False
1546;SON;historical;1971-2000;DMI;MOHC-HadGEM2-ES;HIRHAM5;r1i1p1;v2;1.5818192379182392;1617.907133911733;0.0;0.0;False
1547;SON;historical;1971-2000;DMI;MPI-M-MPI-ESM-LR;HIRHAM5;r1i1p1;v1;1.8594098513011659;1772.7403972394848;0.0;0.0;False
1548;SON;historical;1971-2000;DMI;NCC-NorESM1-M;HIRHAM5;r1i1p1;v3;0.6906714684014901;1845.7076753825504;0.0;0.0;False
1549;SON;historical;1971-2000;GERICS;CCCma-CanESM2;REMO2015;r1i1p1;v1;2.218494423791867;1483.9634944072;0.0;0.0;False
1550;SON;historical;1971-2000;GERICS;CNRM-CERFACS-CNRM-CM5;REMO2015;r1i1p1;v1;1.7224732806691918;1200.315472990496;0.0;0.0;False
1551;SON;historical;1971-2000;GERICS;CNRM-CERFACS-CNRM-CM5;REMO2015;r1i1p1;v2;1.5426115241635898;1281.4326063075473;0.0;0.0;False
1552;SON;historical;1971-2000;GERICS;ICHEC-EC-EARTH;REMO2015;r12i1p1;v1;1.3572606877323778;1465.1449584163254;0.0;0.0;False
1553;SON;historical;1971-2000;GERICS;IPSL-IPSL-CM5A-LR;REMO2015;r1i1p1;v1;-2.574053206319661;1239.0549545643719;0.0;0.0;False
1554;SON;historical;1971-2000;GERICS;IPSL-IPSL-CM5A-MR;REMO2015;r1i1p1;v1;0.5412755576208497;1399.9216433129789;0.0;0.0;False
1555;SON;historical;1971-2000;GERICS;MIROC-MIROC5;REMO2015;r1i1p1;v1;1.6581145446097025;1247.843202131499;0.0;0.0;False
1556;SON;historical;1971-2000;GERICS;MOHC-HadGEM2-ES;REMO2015;r1i1p1;v1;2.864434247211932;1478.244730990837;0.0;0.0;False
1557;SON;historical;1971-2000;GERICS;MPI-M-MPI-ESM-LR;REMO2015;r3i1p1;v1;1.8452950743494512;1467.0006994393457;0.0;0.0;False
1558;SON;historical;1971-2000;GERICS;NCC-NorESM1-M;REMO2015;r1i1p1;v1;1.5302393122676676;1596.0606316734645;0.0;0.0;False
1559;SON;historical;1971-2000;GERICS;NOAA-GFDL-GFDL-ESM2G;REMO2015;r1i1p1;v1;-1.1204344795538645;1409.7347275475142;0.0;0.0;False
1560;SON;historical;1971-2000;ICTP;CNRM-CERFACS-CNRM-CM5;RegCM4-6;r1i1p1;v2;7.495329925650594;1006.1038986651649;0.0;0.0;False
1561;SON;historical;1971-2000;ICTP;ICHEC-EC-EARTH;RegCM4-6;r12i1p1;v1;6.791362685873651;1041.989242897601;0.0;0.0;False
1562;SON;historical;1971-2000;ICTP;MOHC-HadGEM2-ES;RegCM4-6;r1i1p1;v1;8.101132667286265;967.9941781308348;0.0;0.0;False
1563;SON;historical;1971-2000;ICTP;MPI-M-MPI-ESM-LR;RegCM4-6;r1i1p1;v1;8.120620353159893;1141.4132586753058;0.0;0.0;False
1564;SON;historical;1971-2000;ICTP;NCC-NorESM1-M;RegCM4-6;r1i1p1;v1;7.708561802973975;1178.585439396946;0.0;0.0;False
1565;SON;historical;1971-2000;IPSL;CNRM-CERFACS-CNRM-CM5;WRF381P;r1i1p1;v2;0.958097118959131;941.728204336419;0.0;0.0;False
1566;SON;historical;1971-2000;IPSL;ICHEC-EC-EARTH;WRF381P;r12i1p1;v1;0.8375406598512996;1118.9526192400758;0.0;0.0;False
1567;SON;historical;1971-2000;IPSL;IPSL-IPSL-CM5A-MR;WRF381P;r1i1p1;v1;-1.3634061338289598;1068.2239690068486;0.0;0.0;False
1568;SON;historical;1971-2000;IPSL;MOHC-HadGEM2-ES;WRF381P;r1i1p1;v1;1.0140915427509753;1044.0089796389345;0.0;0.0;False
1569;SON;historical;1971-2000;IPSL;MPI-M-MPI-ESM-LR;WRF381P;r1i1p1;v1;1.9057911245353125;1191.4016883944932;0.0;0.0;False
1570;SON;historical;1971-2000;IPSL;NCC-NorESM1-M;WRF381P;r1i1p1;v1;0.2307214219330831;1205.5135144924807;0.0;0.0;False
1571;SON;historical;1971-2000;KNMI;CNRM-CERFACS-CNRM-CM5;RACMO22E;r1i1p1;v2;-0.9357806691449468;1201.4450877350944;0.0;0.0;False
1572;SON;historical;1971-2000;KNMI;ICHEC-EC-EARTH;RACMO22E;r12i1p1;v1;-1.104054368029722;1341.619799732054;0.0;0.0;False
1573;SON;historical;1971-2000;KNMI;ICHEC-EC-EARTH;RACMO22E;r1i1p1;v1;-0.5175360130111244;1347.337361314372;0.0;0.0;True
1574;SON;historical;1971-2000;KNMI;ICHEC-EC-EARTH;RACMO22E;r3i1p1;v1;-0.25536710037169996;1344.3634775990004;0.0;0.0;False
1575;SON;historical;1971-2000;KNMI;IPSL-IPSL-CM5A-MR;RACMO22E;r1i1p1;v1;-1.576115241635648;1306.765738367813;0.0;0.0;False
1576;SON;historical;1971-2000;KNMI;MOHC-HadGEM2-ES;RACMO22E;r1i1p1;v2;0.32368726765798783;1344.435696899337;0.0;0.0;False
1577;SON;historical;1971-2000;KNMI;MPI-M-MPI-ESM-LR;RACMO22E;r1i1p1;v1;0.6510281133829494;1407.208035354499;0.0;0.0;False
1578;SON;historical;1971-2000;KNMI;NCC-NorESM1-M;RACMO22E;r1i1p1;v1;-0.9320051115241199;1420.6882430330527;0.0;0.0;False
1579;SON;historical;1971-2000;MOHC;CNRM-CERFACS-CNRM-CM5;HadREM3-GA7-05;r1i1p1;v2;0.5634642193308537;1493.5770741902763;0.0;0.0;False
1580;SON;historical;1971-2000;MOHC;ICHEC-EC-EARTH;HadREM3-GA7-05;r12i1p1;v1;0.271671700743525;1588.0663593794777;0.0;0.0;False
1581;SON;historical;1971-2000;MOHC;MOHC-HadGEM2-ES;HadREM3-GA7-05;r1i1p1;v1;1.4631505576208497;1531.323622327755;0.0;0.0;False
1582;SON;historical;1971-2000;MOHC;MPI-M-MPI-ESM-LR;HadREM3-GA7-05;r1i1p1;v1;2.0704054368030143;1681.7827560201454;0.0;0.0;False
1583;SON;historical;1971-2000;MOHC;NCC-NorESM1-M;HadREM3-GA7-05;r1i1p1;v1;0.610571561338304;1723.2697394783834;0.0;0.0;False
1584;SON;historical;1971-2000;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r1i1p1;v1;2.458445631970278;1495.683780013407;0.0;0.0;True
1585;SON;historical;1971-2000;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r2i1p1;v1;2.112081784386646;1536.004001129294;0.0;0.0;False
1586;SON;historical;1971-2000;RMIB-UGent;CNRM-CERFACS-CNRM-CM5;ALARO-0;r1i1p1;v1;5.702956552044611;1075.367233539381;0.0;0.0;False
1587;SON;historical;1971-2000;SMHI;CNRM-CERFACS-CNRM-CM5;RCA4;r1i1p1;v1;0.5030262546468407;1348.5080569317793;0.0;0.0;True
1588;SON;historical;1971-2000;SMHI;ICHEC-EC-EARTH;RCA4;r12i1p1;v1;-0.18662290892189048;1496.5021197403673;0.0;0.0;True
1589;SON;historical;1971-2000;SMHI;ICHEC-EC-EARTH;RCA4;r1i1p1;v1;0.3183143587360746;1469.1387622052853;0.0;0.0;False
1590;SON;historical;1971-2000;SMHI;ICHEC-EC-EARTH;RCA4;r3i1p1;v1;0.36730947955391;1461.1042830996132;0.0;0.0;False
1591;SON;historical;1971-2000;SMHI;IPSL-IPSL-CM5A-MR;RCA4;r1i1p1;v1;-0.8438313197025877;1411.8897252477234;0.0;0.0;True
1592;SON;historical;1971-2000;SMHI;MOHC-HadGEM2-ES;RCA4;r1i1p1;v1;1.3759061338290053;1518.9617758568336;0.0;0.0;True
1593;SON;historical;1971-2000;SMHI;MPI-M-MPI-ESM-LR;RCA4;r1i1p1;v1a;1.400447258364352;1556.733125478694;0.0;0.0;True
1594;SON;historical;1971-2000;SMHI;MPI-M-MPI-ESM-LR;RCA4;r2i1p1;v1;0.99158341078072;1577.4952456355095;0.0;0.0;False
1595;SON;historical;1971-2000;SMHI;MPI-M-MPI-ESM-LR;RCA4;r3i1p1;v1;1.3668157527881135;1621.505534299909;0.0;0.0;False
1596;SON;historical;1971-2000;SMHI;NCC-NorESM1-M;RCA4;r1i1p1;v1;-0.22251974907061367;1539.47577191219;0.0;0.0;False
1597;SON;historical;1971-2000;UHOH;ICHEC-EC-EARTH;WRF361H;r12i1p1;v1;-0.2627439591078087;1403.4195266719423;0.0;0.0;False
1598;SON;historical;1971-2000;UHOH;MOHC-HadGEM2-ES;WRF361H;r1i1p1;v1;1.2870353159851788;1418.6000017511578;0.0;0.0;False
1599;SON;historical;1971-2000;UHOH;MPI-M-MPI-ESM-LR;WRF361H;r1i1p1;v1;1.3432039962825684;1459.0589800704147;0.0;0.0;False
