,Season,Experiment,Period,Institute,Model,Model Id,Ensemble,RCM Ver,TAS celsius,PR mm.30.days,TAS,PR,TAS variance,PR variance,Original Model
,spring,historical,1951-2000,IPSL,CNRM-CERFACS-CNRM-CM5,WRF381P,r1i1p1,v2,-1.0481094746097597,54.66490039251013,272.1018905253902,2.1089853546493105e-05,29.947385414376786,1.3718456003084966e-09,False
,spring,historical,1951-2000,IPSL,ICHEC-EC-EARTH,WRF381P,r12i1p1,v1,-0.1562651132116457,56.87826375275765,272.99373488678833,2.1943774595971315e-05,25.754765813915146,1.581416551751439e-09,False
,spring,historical,1951-2000,IPSL,IPSL-IPSL-CM5A-MR,WRF381P,r1i1p1,v1,-3.2155363816223144,51.17321968288258,269.93446361837766,1.9742754507284946e-05,35.25612085073642,1.3745975765280072e-09,False
,spring,historical,1951-2000,IPSL,MOHC-HadGEM2-ES,WRF381P,r1i1p1,v1,0.21362387337876498,59.63861803401562,273.36362387337874,2.3008726093370224e-05,30.77124780171466,1.6940857310795566e-09,False
,spring,historical,1951-2000,IPSL,NCC-NorESM1-M,WRF381P,r1i1p1,v1,0.4539788964607965,60.55851254156066,273.6039788964608,2.3363623665725562e-05,22.480351107386237,1.8300037062762743e-09,False
,spring,historical,1951-2000,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,-2.287475269289928,53.590582815938845,270.86252473071005,2.0675379172815912e-05,30.527447653330402,1.5131054823395338e-09,False
,spring,historical,1951-2000,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,-1.3633435919982162,55.79767585665505,271.78665640800176,2.152688111753667e-05,25.259320386348648,1.7570681891941102e-09,False
,spring,historical,1951-2000,KNMI,ICHEC-EC-EARTH,RACMO22E,r1i1p1,v1,-1.5176907012530023,53.50562571745491,271.632309298747,2.0642602514450197e-05,27.87988431523412,1.6901278596536835e-09,True
,spring,historical,1951-2000,KNMI,ICHEC-EC-EARTH,RACMO22E,r3i1p1,v1,-1.2802484062431176,56.50839980656457,271.86975159375686,2.1801080172285714e-05,25.320688612881952,1.7642761696268027e-09,False
,spring,historical,1951-2000,KNMI,IPSL-IPSL-CM5A-MR,RACMO22E,r1i1p1,v1,-2.7260606726753167,51.52177642953084,270.42393932732466,1.9877228560775788e-05,28.350066635524293,1.5060282580147685e-09,False
,spring,historical,1951-2000,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,-0.25980435260493095,59.739066260441184,272.89019564739505,2.304747926714552e-05,26.734349238843702,2.0072777990948277e-09,False
,spring,historical,1951-2000,KNMI,MPI-M-MPI-ESM-LR,RACMO22E,r1i1p1,v1,0.05622664321833781,60.31584650586007,273.2062266432183,2.327000250997688e-05,24.577231946581666,1.986677314243964e-09,False
,spring,historical,1951-2000,KNMI,NCC-NorESM1-M,RACMO22E,r1i1p1,v1,-0.41159595515495084,59.00897521662382,272.738404044845,2.2765808339746843e-05,22.61758422180699,1.9175825079160447e-09,False
,spring,historical,1951-2000,MOHC,ICHEC-EC-EARTH,HadREM3-GA7-05,r12i1p1,v1,-0.14942295009888085,65.1488449317226,273.0005770499011,2.513458523600409e-05,30.74269413607386,2.6272276949643543e-09,False
,spring,historical,1951-2000,MOHC,MOHC-HadGEM2-ES,HadREM3-GA7-05,r1i1p1,v1,0.404572433501869,69.48605933852919,273.55457243350185,2.6807893263321444e-05,25.90567466750934,2.8503016137453906e-09,False
,spring,historical,1951-2000,MOHC,MPI-M-MPI-ESM-LR,HadREM3-GA7-05,r1i1p1,v1,1.1129424049241834,74.34456781859869,274.26294240492416,2.8682317831249493e-05,26.706698931083753,3.053143923851596e-09,False
,spring,historical,1951-2000,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,1.3330182457683009,67.85791165017903,274.4830182457683,2.6179749865038208e-05,25.15543594746098,2.6594814680516515e-09,True
,spring,historical,1951-2000,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,1.3908056715761745,69.80672441332857,274.54080567157615,2.6931606640944666e-05,24.287595831501427,2.7569017661082324e-09,False
,spring,historical,1951-2000,SMHI,CNRM-CERFACS-CNRM-CM5,RCA4,r1i1p1,v1,-2.535084633985491,58.34919920489667,270.6149153660145,2.2511265125345938e-05,44.64694163552429,1.6772461837611292e-09,True
,spring,historical,1951-2000,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,-1.675994724115185,63.50738395830122,271.4740052758848,2.4501305539468063e-05,37.24578547482963,1.9600794425896094e-09,True
,spring,historical,1951-2000,SMHI,ICHEC-EC-EARTH,RCA4,r1i1p1,v1,-1.4159925258298358,60.990336754212514,271.73400747417014,2.3530222513199272e-05,36.52655803473291,1.9339848020111754e-09,False
,spring,historical,1951-2000,SMHI,ICHEC-EC-EARTH,RCA4,r3i1p1,v1,-1.869306440976004,60.181873084215255,271.280693559024,2.3218315233107738e-05,38.38935068146846,1.8466229275535161e-09,False
,spring,historical,1951-2000,SMHI,IPSL-IPSL-CM5A-MR,RCA4,r1i1p1,v1,-2.8614200923279896,58.9445102185987,270.288579907672,2.274093758433592e-05,39.19252857770939,1.7494655412429964e-09,True
,spring,historical,1951-2000,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,-0.09652670916682382,69.81835655653495,273.05347329083315,2.693609435051503e-05,32.568201802593975,2.405440144376593e-09,True
,spring,historical,1951-2000,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,0.5302593976698518,70.21331027146879,273.68025939766983,2.708846846893086e-05,28.140130385799075,2.348312720850173e-09,True
,spring,historical,1951-2000,SMHI,MPI-M-MPI-ESM-LR,RCA4,r2i1p1,v1,0.29990657287316935,70.33454776989494,273.44990657287315,2.7135242195175516e-05,31.983722384040448,2.4072595336459123e-09,False
,spring,historical,1951-2000,SMHI,MPI-M-MPI-ESM-LR,RCA4,r3i1p1,v1,0.07642338975603025,69.34750947514112,273.226423389756,2.6754440383927904e-05,33.458466146405804,2.2756335177288076e-09,False
,spring,historical,1951-2000,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,-0.7603539239393058,66.26221509419004,272.38964607606067,2.5564126193746155e-05,34.90777506045285,2.209250401143721e-09,False
,spring,rcp26,2031-2060,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,1.6375632007034824,59.40060061028984,274.78756320070346,2.2916898383599475e-05,24.964507996262913,1.7389098845547563e-09,True
,spring,rcp26,2031-2060,CLMcom,MIROC-MIROC5,CCLM4-8-17,r1i1p1,v1,1.2656408001759019,65.18076964592404,274.4156408001759,2.5146901869569462e-05,30.52333617278523,2.0395551642627598e-09,False
,spring,rcp26,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,1.4616179380083736,71.05358403235851,274.61161793800835,2.741264816063214e-05,23.17671637997362,3.034795283104067e-09,True
,spring,rcp26,2031-2060,GERICS,ICHEC-EC-EARTH,REMO2015,r12i1p1,v1,2.4432622554408,71.15457565817474,275.5932622554408,2.745161097923408e-05,22.735209661464058,2.6546462911187704e-09,False
,spring,rcp26,2031-2060,GERICS,IPSL-IPSL-CM5A-LR,REMO2015,r1i1p1,v1,-1.1011705869421462,66.75895006217965,272.04882941305783,2.5755767770902644e-05,32.66147436249725,2.2732095314099914e-09,False
,spring,rcp26,2031-2060,GERICS,MIROC-MIROC5,REMO2015,r1i1p1,v1,1.3211749835128899,70.54120510534864,274.47117498351287,2.721497110545858e-05,33.686105462739064,2.6336143510983256e-09,False
,spring,rcp26,2031-2060,GERICS,MOHC-HadGEM2-ES,REMO2015,r1i1p1,v1,3.7259067927017213,78.71725177156922,276.8759067927017,3.0369310097056028e-05,24.745675560562763,3.4579192492951203e-09,False
,spring,rcp26,2031-2060,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,2.925346229940658,76.86317305062781,276.07534622994064,2.965400194854468e-05,22.34452626950978,3.158778864425597e-09,False
,spring,rcp26,2031-2060,GERICS,NOAA-GFDL-GFDL-ESM2G,REMO2015,r1i1p1,v1,-1.077511540997989,68.78439487533586,272.072488459002,2.6537189380916612e-05,43.946351533304025,2.386328159867497e-09,False
,spring,rcp26,2031-2060,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,-0.6415915585843095,53.53309285852982,272.50840844141567,2.0653199405297e-05,25.780999258078698,1.5704274405647502e-09,False
,spring,rcp26,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,0.774763684326274,57.93375338950401,273.92476368432625,2.2350985103975313e-05,23.150678720597934,1.8676930547553277e-09,False
,spring,rcp26,2031-2060,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,2.0668058914047265,64.91161288992863,275.2168058914047,2.5043060528521852e-05,26.059750425917784,2.3915182176743387e-09,False
,spring,rcp26,2031-2060,KNMI,MPI-M-MPI-ESM-LR,RACMO22E,r1i1p1,v1,1.811694877995194,65.64884454136394,274.96169487799517,2.5327486319970656e-05,23.87364668058914,2.3609382827148156e-09,False
,spring,rcp26,2031-2060,KNMI,NCC-NorESM1-M,RACMO22E,r1i1p1,v1,1.1771323367773334,64.07872596450575,274.3271323367773,2.4721730696182772e-05,21.677916849857112,2.2532844198505303e-09,False
,spring,rcp26,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,2.795867223565665,70.45943198766938,275.94586722356564,2.7183422834748986e-05,22.675596628379864,2.776831875989862e-09,True
,spring,rcp26,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,2.737969883490905,69.13084170403756,275.8879698834909,2.6670849422854e-05,23.244126456364036,2.702632183264851e-09,False
,spring,rcp26,2031-2060,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,0.794987909430688,69.5068953089149,273.94498790943067,2.6815931832143097e-05,27.546756498681027,2.274770407456758e-09,True
,spring,rcp26,2031-2060,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,2.315267091668545,76.76924986219794,275.4652670916685,2.961776615053933e-05,25.32169845020884,2.9593184190985717e-09,True
,spring,rcp26,2031-2060,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,1.9639261376127024,73.20055077955942,275.1139261376127,2.8240953232854715e-05,26.85331769344911,2.6567637803222168e-09,True
,spring,rcp26,2031-2060,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,1.1646570674873828,72.14289179055815,274.31465706748736,2.783290578339435e-05,26.286879671356342,2.5943467324113592e-09,False
,spring,rcp26,2071-2100,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,1.403418333699733,57.62194402664933,274.5534183336997,2.2230688281886315e-05,22.50265855132996,1.6882864777668229e-09,True
,spring,rcp26,2071-2100,CLMcom,MIROC-MIROC5,CCLM4-8-17,r1i1p1,v1,1.0806825675973073,64.03507571032766,274.2306825675973,2.470489032034246e-05,29.3315907342273,1.9703605914243576e-09,False
,spring,rcp26,2071-2100,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,1.9914596614640914,73.05233859575615,275.14145966146407,2.8183772606387403e-05,24.403107138931635,3.1722871299851896e-09,True
,spring,rcp26,2071-2100,GERICS,ICHEC-EC-EARTH,REMO2015,r12i1p1,v1,2.1005495713343976,69.56603669103463,275.2505495713344,2.6838748723392987e-05,22.354497554407562,2.6459798002773213e-09,False
,spring,rcp26,2071-2100,GERICS,IPSL-IPSL-CM5A-LR,REMO2015,r1i1p1,v1,-1.5293965706748622,61.730807575453085,271.6206034293251,2.38158979843569e-05,33.52472040558364,2.018987068539548e-09,False
,spring,rcp26,2071-2100,GERICS,MIROC-MIROC5,REMO2015,r1i1p1,v1,1.1953781050780776,68.63231097087412,274.34537810507805,2.6478515035059458e-05,31.62567322488459,2.4554847454574187e-09,False
,spring,rcp26,2071-2100,GERICS,MOHC-HadGEM2-ES,REMO2015,r1i1p1,v1,3.9064409760387093,75.90397972933773,277.0564409760387,2.9283942796812395e-05,25.291434243789844,3.035928102840327e-09,False
,spring,rcp26,2071-2100,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,2.6479775774895984,79.27297953590767,275.7979775774896,3.058371124070512e-05,24.723708163882172,3.158526549122533e-09,False
,spring,rcp26,2071-2100,GERICS,NOAA-GFDL-GFDL-ESM2G,REMO2015,r1i1p1,v1,-1.900357221367301,71.31512470626915,271.2496427786327,2.7513551198406307e-05,41.094594965926575,2.4161017654948044e-09,False
,spring,rcp26,2071-2100,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,-0.6107606067267284,55.35002938205788,272.53923939327325,2.1354178002337146e-05,24.86838796988349,1.6251955560612139e-09,False
,spring,rcp26,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,0.540591338755803,56.71455195039727,273.6905913387558,2.188061417839401e-05,21.39533757419213,1.9382377743778744e-09,False
,spring,rcp26,2071-2100,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,2.225796878434835,62.95050147025762,275.3757968784348,2.4286458900562354e-05,25.952666451417894,2.157647723076543e-09,False
,spring,rcp26,2071-2100,KNMI,MPI-M-MPI-ESM-LR,RACMO22E,r1i1p1,v1,2.252780830951906,64.63275136044062,275.4027808309519,2.493547506189839e-05,22.155370685865027,2.2017649138642357e-09,False
,spring,rcp26,2071-2100,KNMI,NCC-NorESM1-M,RACMO22E,r1i1p1,v1,1.004209716421201,65.10392957583812,274.1542097164212,2.5117256780801748e-05,24.966429778522752,2.2197052916570445e-09,False
,spring,rcp26,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,3.2758078698615236,71.4462028280356,276.4258078698615,2.7564121461433483e-05,21.640865437458782,2.8348320065668947e-09,True
,spring,rcp26,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,2.8561551989448617,70.0552319924788,276.00615519894484,2.702748147857978e-05,23.91234337216971,2.7775790251876033e-09,False
,spring,rcp26,2071-2100,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,0.3830292371949895,65.09330357056604,273.53302923719497,2.5113157241730722e-05,28.88510180808969,2.1734744103907534e-09,True
,spring,rcp26,2071-2100,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,2.3897889646076464,74.68365752898774,275.5397889646076,2.8813139478776134e-05,26.92861068366674,2.669599671583708e-09,True
,spring,rcp26,2071-2100,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,2.136436579468011,73.41301145069309,275.286436579468,2.8322921084372336e-05,25.39180314354803,2.6116397275169094e-09,True
,spring,rcp26,2071-2100,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,0.8496977357661422,73.12870319137522,273.9996977357661,2.82132342559318e-05,30.992216695977138,2.6049579704421122e-09,False
,spring,rcp45,2031-2060,CLMcom,CNRM-CERFACS-CNRM-CM5,CCLM4-8-17,r1i1p1,v1,0.7849307540118957,53.60946169945664,273.9349307540119,2.0682662692691605e-05,27.10125336612442,1.4441266370859225e-09,True
,spring,rcp45,2031-2060,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,1.826918003956962,59.44965514122038,274.97691800395694,2.2935823742754776e-05,25.452635538030336,1.7340011323195553e-09,True
,spring,rcp45,2031-2060,CLMcom,MOHC-HadGEM2-ES,CCLM4-8-17,r1i1p1,v1,3.5548252363157076,61.29228426718822,276.7048252363157,2.3646714609254716e-05,24.99098531270609,1.9307610841454056e-09,False
,spring,rcp45,2031-2060,CLMcom,MPI-M-MPI-ESM-LR,CCLM4-8-17,r1i1p1,v1,2.5340789184436403,64.74868646950007,275.6840789184436,2.4980203113233055e-05,24.861729569685647,2.0464884369090735e-09,True
,spring,rcp45,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,2.1843042426907004,76.2047003483767,275.3343042426907,2.939996155415768e-05,24.179933089690042,3.4214338966600054e-09,True
,spring,rcp45,2031-2060,DMI,MOHC-HadGEM2-ES,HIRHAM5,r1i1p1,v2,4.24080017586283,81.28089122809953,277.3908001758628,3.135836852935939e-05,23.736487414816445,4.03910975587577e-09,False
,spring,rcp45,2031-2060,DMI,NCC-NorESM1-M,HIRHAM5,r1i1p1,v3,2.867696196966392,88.16374923192843,276.01769619696637,3.40137921419477e-05,20.04286999890086,4.244434032837945e-09,False
,spring,rcp45,2031-2060,GERICS,ICHEC-EC-EARTH,REMO2015,r1i1p1,v1,3.149076720158291,76.82663793222122,276.29907672015827,2.9639906609653248e-05,22.26161828149044,3.052582312372748e-09,False
,spring,rcp45,2031-2060,GERICS,MOHC-HadGEM2-ES,REMO2015,r1i1p1,v1,4.528555726533341,77.38931102002157,277.6785557265333,2.985698727624289e-05,23.54407905583645,3.398839081263927e-09,False
,spring,rcp45,2031-2060,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,3.2482193888766915,81.78451208524271,276.39821938887667,3.1552666699553514e-05,22.188640360518797,3.485597158403636e-09,False
,spring,rcp45,2031-2060,IPSL,IPSL-IPSL-CM5A-MR,WRF381P,r1i1p1,v1,-0.05635304462515478,55.299671541651314,273.0936469553748,2.1334749823167945e-05,24.851538456254122,1.6587039080127942e-09,False
,spring,rcp45,2031-2060,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,-0.05811167289510877,53.40914260845809,273.09188832710487,2.0605379092769325e-05,26.003987826994944,1.5852721575057454e-09,False
,spring,rcp45,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,1.0116014508683406,57.31067381787756,274.1616014508683,2.211059946677375e-05,24.853898178171026,1.8096709315607538e-09,False
,spring,rcp45,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r1i1p1,v1,0.8586557485161848,58.0417073200131,274.00865574851616,2.2392633996918636e-05,24.052648933831613,1.9051560792065936e-09,True
,spring,rcp45,2031-2060,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,2.74668058914051,63.52641142758989,275.8966805891405,2.450864638410104e-05,25.563279704330622,2.3701925762432753e-09,False
,spring,rcp45,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,2.706781710266,69.45380349032406,275.856781710266,2.6795448877439837e-05,25.453446155748516,2.7794563949940766e-09,True
,spring,rcp45,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,3.0243240272587855,65.88197986118924,276.17432402725876,2.541743050200202e-05,23.6260373158936,2.5305977316090507e-09,False
,spring,rcp45,2031-2060,SMHI,CNRM-CERFACS-CNRM-CM5,RCA4,r1i1p1,v1,-0.1962739063530421,62.74282101563868,272.95372609364694,2.420633526837912e-05,32.99865698505166,1.974987838155031e-09,True
,spring,rcp45,2031-2060,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,0.9192734666959836,68.28518913824183,274.06927346669596,2.6344594574938977e-05,28.433378214992306,2.2056288168333418e-09,True
,spring,rcp45,2031-2060,SMHI,IPSL-IPSL-CM5A-MR,RCA4,r1i1p1,v1,0.011381622334624808,65.90296866265358,273.1613816223346,2.5425528033431166e-05,28.050330429764784,2.049933480480463e-09,True
,spring,rcp45,2031-2060,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,3.0264123983293416,75.26444959022051,276.1764123983293,2.903721049005421e-05,23.016214071774016,2.7784539314999704e-09,True
,spring,rcp45,2031-2060,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,1.8808584304242686,71.65058892384863,275.03085843042425,2.764297412185518e-05,29.738596394812046,2.5443533141495386e-09,True
,spring,rcp45,2031-2060,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,1.7519564739503153,77.73649228696222,274.9019564739503,2.9990930666266287e-05,25.763241234337215,2.7563339567098953e-09,False
,spring,rcp45,2071-2100,CLMcom,CNRM-CERFACS-CNRM-CM5,CCLM4-8-17,r1i1p1,v1,1.737282919322979,59.14474015813472,274.88728291932296,2.2818186789403827e-05,22.561132941305782,1.6986424015012112e-09,True
,spring,rcp45,2071-2100,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,2.8279621894922116,63.24908245419586,275.9779621894922,2.4401652181402723e-05,22.00898892613761,1.927274254600688e-09,True
,spring,rcp45,2071-2100,CLMcom,MOHC-HadGEM2-ES,CCLM4-8-17,r1i1p1,v1,4.381627830292416,66.30004927676494,277.5316278302924,2.5578722714801285e-05,24.13715583095186,2.223633173149907e-09,False
,spring,rcp45,2071-2100,CLMcom,MPI-M-MPI-ESM-LR,CCLM4-8-17,r1i1p1,v1,3.3255990327544964,67.24427364296535,276.4755990327545,2.5943006806699595e-05,21.69251827324687,2.1651252130405587e-09,True
,spring,rcp45,2071-2100,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,2.945020883710754,77.49128331192563,276.09502088371073,2.9896328438242914e-05,23.21173609584524,3.5800522518169996e-09,True
,spring,rcp45,2071-2100,DMI,MOHC-HadGEM2-ES,HIRHAM5,r1i1p1,v2,5.0335293471092655,84.52810164623718,278.18352934710924,3.261115032648039e-05,23.559862057595076,4.14779807149604e-09,False
,spring,rcp45,2071-2100,DMI,NCC-NorESM1-M,HIRHAM5,r1i1p1,v3,3.4765662783029256,86.57172486713417,276.6265662783029,3.339958521108571e-05,19.610254314134973,4.1589847163748255e-09,False
,spring,rcp45,2071-2100,GERICS,ICHEC-EC-EARTH,REMO2015,r1i1p1,v1,3.4710156078259047,74.5098716113614,276.6210156078259,2.8746092442654862e-05,22.46043086392614,2.808934899680558e-09,False
,spring,rcp45,2071-2100,GERICS,MOHC-HadGEM2-ES,REMO2015,r1i1p1,v1,5.198373268850332,77.8004181309044,278.3483732688503,3.0015593414700774e-05,22.73070317652231,3.37622147351876e-09,False
,spring,rcp45,2071-2100,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,3.9038579907672215,82.0130879445557,277.0538579907672,3.1640851830461307e-05,20.3073924214113,3.447493948849034e-09,False
,spring,rcp45,2071-2100,IPSL,IPSL-IPSL-CM5A-MR,WRF381P,r1i1p1,v1,0.8356012310397887,58.93441487679405,273.98560123103977,2.2737042776540915e-05,25.902457957792922,1.7879602193898321e-09,False
,spring,rcp45,2071-2100,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,0.9771708067707436,59.52415180143405,274.1271708067707,2.2964564738207582e-05,24.30334963728292,1.904858579071127e-09,False
,spring,rcp45,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,2.0431468454605692,61.44082333968744,275.19314684546055,2.3704021350188055e-05,22.037394894482304,1.9991769183899616e-09,False
,spring,rcp45,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r1i1p1,v1,2.1855682567597228,58.91810440445869,275.3355682567597,2.273075015604116e-05,22.863744092108156,1.9249462360675063e-09,True
,spring,rcp45,2071-2100,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,3.6054957133436005,66.41787779307622,276.7554957133436,2.5624181247328788e-05,26.77313008353484,2.4546534245143605e-09,False
,spring,rcp45,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,3.5917014728511845,72.02256278798826,276.74170147285116,2.7786482557094237e-05,21.667181317322488,2.89280134747937e-09,True
,spring,rcp45,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,3.701780611123354,72.51550245085872,276.85178061112333,2.797665989616463e-05,21.932770251703673,2.860604955130567e-09,False
,spring,rcp45,2071-2100,SMHI,CNRM-CERFACS-CNRM-CM5,RCA4,r1i1p1,v1,1.014816443174368,70.04444891082032,274.16481644317435,2.702332133905105e-05,28.397960059903276,2.311706808684355e-09,True
,spring,rcp45,2071-2100,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,2.057902835788127,74.16936396818733,275.2079028357881,2.8614723753158693e-05,24.843052731369532,2.5516410678040395e-09,True
,spring,rcp45,2071-2100,SMHI,IPSL-IPSL-CM5A-MR,RCA4,r1i1p1,v1,0.7034293251264216,66.40413997723103,273.8534293251264,2.5618881164055182e-05,27.450311881732247,2.2624705362646123e-09,True
,spring,rcp45,2071-2100,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,3.909848318311731,79.88449913455932,277.0598483183117,3.081963701178986e-05,23.26036113706309,3.0601273796524813e-09,True
,spring,rcp45,2071-2100,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,2.6927401626731466,74.76290893386971,275.8427401626731,2.8843714866462082e-05,25.19581570125302,2.6594838672462922e-09,True
,spring,rcp45,2071-2100,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,2.4844251483842754,78.06653949186602,275.63442514838425,3.0118263692849547e-05,22.533420806770717,2.7993603136675436e-09,False
,spring,rcp85,2031-2060,CLMcom-ETH,ICHEC-EC-EARTH,COSMO-crCLIM-v1-1,r12i1p1,v1,2.5342163112772482,64.04727672477114,275.6842163112772,2.4709597501840716e-05,22.298647367553308,2.2592244259155278e-09,False
,spring,rcp85,2031-2060,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r1i1p1,v1,3.821971861947702,74.85192454655267,276.9719718619477,2.8878057309626798e-05,21.01912164761486,2.8421361547181082e-09,False
,spring,rcp85,2031-2060,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r2i1p1,v1,3.75157177401627,72.0612290508801,276.90157177401625,2.7801400096790165e-05,25.349585760606725,2.716925585270665e-09,False
,spring,rcp85,2031-2060,CLMcom-ETH,NCC-NorESM1-M,COSMO-crCLIM-v1-1,r1i1p1,v1,2.740140690261626,69.35312177197282,275.8901406902616,2.6756605621903094e-05,25.38432897340075,2.5770465397218864e-09,False
,spring,rcp85,2031-2060,CLMcom,CNRM-CERFACS-CNRM-CM5,CCLM4-8-17,r1i1p1,v1,0.8950923279841732,53.131164102979895,274.04509232798415,2.0498134298989158e-05,25.211657094965926,1.4742964097283019e-09,True
,spring,rcp85,2031-2060,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,2.3372774236096348,63.12653740098592,275.4872774236096,2.435437399729395e-05,23.54850310507804,1.904915759876734e-09,True
,spring,rcp85,2031-2060,CLMcom,MOHC-HadGEM2-ES,CCLM4-8-17,r1i1p1,v1,3.564332820400125,57.0666153212384,276.7143328204001,2.201644109615679e-05,27.83004506484942,1.8281671227786954e-09,False
,spring,rcp85,2031-2060,CLMcom,MPI-M-MPI-ESM-LR,CCLM4-8-17,r1i1p1,v1,3.2935315453946146,70.76655453077959,276.4435315453946,2.7301911470208176e-05,21.433110298966806,2.287390171267685e-09,True
,spring,rcp85,2031-2060,DMI,CNRM-CERFACS-CNRM-CM5,HIRHAM5,r1i1p1,v2,1.3345845240712606,69.91416466160118,274.48458452407124,2.6973057354012802e-05,24.380712107056496,2.9006083268407307e-09,False
,spring,rcp85,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r12i1p1,v1,2.6885359419653128,76.85357016452095,275.8385359419653,2.965029713137382e-05,23.12418938228182,3.434931365843714e-09,False
,spring,rcp85,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r1i1p1,v1,2.553588700813407,76.02918234519262,275.7035887008134,2.9332246275151476e-05,20.52306482193889,3.469138683167332e-09,False
