;Season;Experiment;Period;Institute;Model;Model Id;Ensemble;RCM Ver;TAS celsius;PR mm.year;TAS diff;PR diff;Previous Study
209;MAM;rcp85;2031-2060;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN63;r1i1p1;v2;-0.5883422397769209;1021.9393732988701;1.8504298327137576;0.6255395178829506;False
210;MAM;rcp85;2031-2060;DMI;CNRM-CERFACS-CNRM-CM5;HIRHAM5;r1i1p1;v2;-0.2953880111523972;1079.0078073767702;2.0671177973977706;-0.3252008067797899;False
211;MAM;rcp85;2031-2060;DMI;ICHEC-EC-EARTH;HIRHAM5;r12i1p1;v1;1.0336373141263948;1208.035290091676;2.818511849442359;7.229504091723826;False
212;MAM;rcp85;2031-2060;DMI;ICHEC-EC-EARTH;HIRHAM5;r1i1p1;v1;0.9678554832714212;1193.098459550661;2.6796584572491042;8.804823899337247;False
213;MAM;rcp85;2031-2060;DMI;ICHEC-EC-EARTH;HIRHAM5;r3i1p1;v2;1.1733619888476028;1174.561152726301;2.816362685873628;4.056844196209631;True
214;MAM;rcp85;2031-2060;DMI;MOHC-HadGEM2-ES;HIRHAM5;r1i1p1;v2;2.755436802973975;1158.6520384429334;2.908312035315987;-5.652402713319863;False
215;MAM;rcp85;2031-2060;GERICS;MPI-M-MPI-ESM-LR;REMO2015;r3i1p1;v1;2.479937267657988;1003.7024157281037;2.749477230483251;4.93043332255842;False
216;MAM;rcp85;2031-2060;GERICS;NCC-NorESM1-M;REMO2015;r1i1p1;v1;2.2449523698884946;1145.2797773131429;1.9194934944237616;6.212530702696981;False
217;MAM;rcp85;2031-2060;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r1i1p1;v1;2.5160664498141614;1092.2065673735283;2.1069934944238184;8.227571821941746;True
218;MAM;rcp85;2031-2060;MPI-CSC;MPI-M-MPI-ESM-LR;REMO2009;r2i1p1;v1;2.4176405669145424;1028.8512301489322;1.992884526022351;-0.5163738843575262;False
219;MAM;rcp85;2031-2060;RMIB-UGent;CNRM-CERFACS-CNRM-CM5;ALARO-0;r1i1p1;v1;-5.274128717472081;672.4235259578131;2.3726184944238184;10.899612079590728;False
220;MAM;rcp85;2031-2060;SMHI;ICHEC-EC-EARTH;RCA4;r12i1p1;v1;-0.5098396840148212;1096.0204238286692;3.293796468401524;11.730887700317957;True
221;MAM;rcp85;2031-2060;SMHI;ICHEC-EC-EARTH;RCA4;r1i1p1;v1;-0.883677973977683;1009.3118122463777;2.663626858736052;6.312455462936887;False
222;MAM;rcp85;2031-2060;SMHI;ICHEC-EC-EARTH;RCA4;r3i1p1;v1;-0.6246747211895922;1064.7290356041774;3.5797804368029347;17.63312323801489;False
223;MAM;rcp85;2031-2060;SMHI;MOHC-HadGEM2-ES;RCA4;r1i1p1;v1;0.8780552973977933;1049.8376562415888;3.0896840148698743;-1.1590288372135182;True
224;MAM;rcp85;2031-2060;SMHI;MPI-M-MPI-ESM-LR;RCA4;r1i1p1;v1a;0.8145097583643519;1140.3637297811563;2.294609665427515;7.4909611309320265;True
225;MAM;rcp85;2031-2060;SMHI;MPI-M-MPI-ESM-LR;RCA4;r2i1p1;v1;0.6907295539033953;1118.0242570691835;2.482051579925667;6.310620303095274;False
226;MAM;rcp85;2031-2060;SMHI;MPI-M-MPI-ESM-LR;RCA4;r3i1p1;v1;0.6479495817844168;1084.141059097969;2.6390566914498095;6.10055008123709;False
227;MAM;rcp85;2031-2060;SMHI;NCC-NorESM1-M;RCA4;r1i1p1;v1;-0.6576672862453279;1104.3897776023161;2.2688197026022294;12.736855465495555;False
228;MAM;rcp85;2071-2100;CLMcom-ETH;ICHEC-EC-EARTH;COSMO-crCLIM-v1-1;r12i1p1;v1;2.993209804832759;989.9652340792148;4.974587592936814;5.997912524432271;False
229;MAM;rcp85;2071-2100;CLMcom;ICHEC-EC-EARTH;CCLM4-8-17;r12i1p1;v1;2.731186105947984;1005.8612374457284;4.856441682156117;10.77437176019527;True
230;MAM;rcp85;2071-2100;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN53;r1i1p1;v1;0.18756693446505324;900.2485957689113;4.813780921453883;21.387558419992228;False
231;MAM;rcp85;2071-2100;CNRM;CNRM-CERFACS-CNRM-CM5;ALADIN63;r1i1p1;v2;1.628984665427538;1090.3506078352273;4.0677567379182165;7.361670411914105;False
232;MAM;rcp85;2071-2100;DMI;CNRM-CERFACS-CNRM-CM5;HIRHAM5;r1i1p1;v2;2.0364544609665813;1106.7018877894905;4.398960269516749;2.233077164062462;False
233;MAM;rcp85;2071-2100;DMI;ICHEC-EC-EARTH;HIRHAM5;r12i1p1;v1;3.503084340148746;1242.321867271427;5.28795887546471;10.27290249087847;False
234;MAM;rcp85;2071-2100;DMI;ICHEC-EC-EARTH;HIRHAM5;r1i1p1;v1;3.466809944237923;1295.7047133640729;5.178612918215606;18.16201926554663;False
