,Season,Experiment,Period,Institute,Model,Model Id,Ensemble,RCM Ver,TAS celsius,PR mm.day,TAS,PR,TAS variance,PR variance
148,annual,rcp85,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,4.558727193,3.213456825,277.7087272,3.72E-05,47.05245658,5.17E-09
149,annual,rcp85,2031-2060,DMI,MOHC-HadGEM2-ES,HIRHAM5,r1i1p1,v2,5.979314135,3.349396674,279.1293141,3.88E-05,48.6615671,5.72E-09
150,annual,rcp85,2031-2060,DMI,MPI-M-MPI-ESM-LR,HIRHAM5,r1i1p1,v1,5.275752913,3.507477217,278.4257529,4.06E-05,45.80095213,5.54E-09
151,annual,rcp85,2031-2060,DMI,NCC-NorESM1-M,HIRHAM5,r1i1p1,v3,4.277181798,3.47450193,277.4271818,4.02E-05,41.74364558,5.59E-09
152,annual,rcp85,2031-2060,GERICS,MPI-M-MPI-ESM-LR,REMO2015,r3i1p1,v1,5.082908332,2.978861686,278.2329083,3.45E-05,49.27842658,4.39E-09
153,annual,rcp85,2031-2060,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,4.628083095,3.160943784,277.7780831,3.66E-05,46.3763911,4.72E-09
154,annual,rcp85,2031-2060,IPSL,CNRM-CERFACS-CNRM-CM5,WRF381P,r1i1p1,v2,4.336920202,2.280717432,277.4869202,2.64E-05,72.55194823,2.27E-09
155,annual,rcp85,2031-2060,IPSL,ICHEC-EC-EARTH,WRF381P,r12i1p1,v1,5.13182018,2.578147937,278.2818202,2.98E-05,51.59548802,2.73E-09
156,annual,rcp85,2031-2060,IPSL,IPSL-IPSL-CM5A-MR,WRF381P,r1i1p1,v1,3.265695757,2.482194077,276.4156958,2.87E-05,75.14358925,2.69E-09
157,annual,rcp85,2031-2060,IPSL,MOHC-HadGEM2-ES,WRF381P,r1i1p1,v1,5.469092108,2.604765451,278.6190921,3.01E-05,60.16662316,2.88E-09
158,annual,rcp85,2031-2060,IPSL,NCC-NorESM1-M,WRF381P,r1i1p1,v1,4.096400308,2.721710094,277.2464003,3.15E-05,48.32565536,2.94E-09
159,annual,rcp85,2031-2060,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,2.8914102,2.40520344,276.0414102,2.78E-05,70.13158112,2.72E-09
160,annual,rcp85,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,3.634293251,2.653092053,276.7842933,3.07E-05,51.70461228,3.12E-09
161,annual,rcp85,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r1i1p1,v1,3.413118268,2.5875762,276.5631183,2.99E-05,50.39468496,3.02E-09
162,annual,rcp85,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r3i1p1,v1,3.698098483,2.640574338,276.8480985,3.06E-05,50.95420697,3.10E-09
163,annual,rcp85,2031-2060,KNMI,IPSL-IPSL-CM5A-MR,RACMO22E,r1i1p1,v1,2.727225764,2.644993704,275.8772258,3.06E-05,64.28346889,3.09E-09
164,annual,rcp85,2031-2060,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,4.883963508,2.791739558,278.0339635,3.23E-05,55.05994106,3.52E-09
165,annual,rcp85,2031-2060,KNMI,MPI-M-MPI-ESM-LR,RACMO22E,r1i1p1,v1,4.360222027,2.906723152,277.510222,3.36E-05,51.90058942,3.46E-09
166,annual,rcp85,2031-2060,KNMI,NCC-NorESM1-M,RACMO22E,r1i1p1,v1,3.151522313,2.766081484,276.3015223,3.20E-05,50.0486508,3.21E-09
167,annual,rcp85,2031-2060,MOHC,ICHEC-EC-EARTH,HadREM3-GA7-05,r12i1p1,v1,,3.070324011,,3.55E-05,,4.62E-09
168,annual,rcp85,2031-2060,MOHC,MOHC-HadGEM2-ES,HadREM3-GA7-05,r1i1p1,v1,,3.146470964,,3.64E-05,,4.88E-09
169,annual,rcp85,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,5.003495274,2.993698753,278.1534953,3.46E-05,46.16393713,4.28E-09
170,annual,rcp85,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,4.791800396,2.904649178,277.9418004,3.36E-05,50.76932774,4.11E-09
171,annual,rcp85,2031-2060,SMHI,CNRM-CERFACS-CNRM-CM5,RCA4,r1i1p1,v1,2.812079578,2.733964599,275.9620796,3.16E-05,70.28397038,3.39E-09
172,annual,rcp85,2031-2060,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,3.761354144,3.074490639,276.9113541,3.56E-05,49.58947021,3.74E-09
173,annual,rcp85,2031-2060,SMHI,ICHEC-EC-EARTH,RCA4,r1i1p1,v1,3.531468455,2.918970582,276.6814685,3.38E-05,50.32291438,3.45E-09
174,annual,rcp85,2031-2060,SMHI,ICHEC-EC-EARTH,RCA4,r3i1p1,v1,3.726291493,3.004129757,276.8762915,3.48E-05,50.80477165,3.61E-09
175,annual,rcp85,2031-2060,SMHI,IPSL-IPSL-CM5A-MR,RCA4,r1i1p1,v1,2.779957133,2.908438257,275.9299571,3.37E-05,62.69833342,3.47E-09
176,annual,rcp85,2031-2060,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,5.152648934,3.214943249,278.3026489,3.72E-05,49.76275692,4.17E-09
177,annual,rcp85,2031-2060,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,4.503055617,3.267710726,277.6530556,3.78E-05,50.09120136,3.99E-09
178,annual,rcp85,2031-2060,SMHI,MPI-M-MPI-ESM-LR,RCA4,r2i1p1,v1,4.293888767,3.252305353,277.4438888,3.76E-05,54.73861357,4.01E-09
179,annual,rcp85,2031-2060,SMHI,MPI-M-MPI-ESM-LR,RCA4,r3i1p1,v1,4.711288195,3.287654333,277.8612882,3.81E-05,49.39216036,4.10E-09
180,annual,rcp85,2031-2060,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,3.162980875,3.092389988,276.3129809,3.58E-05,51.29375275,3.79E-09
181,annual,rcp85,2031-2060,UHOH,MPI-M-MPI-ESM-LR,WRF361H,r1i1p1,v1,4.312794021,2.902713318,277.462794,3.36E-05,44.67237992,4.03E-09
182,annual,rcp85,2071-2100,CLMcom-ETH,ICHEC-EC-EARTH,COSMO-crCLIM-v1-1,r12i1p1,v1,6.458045724,2.773136337,279.6080457,3.21E-05,38.05867704,3.88E-09
183,annual,rcp85,2071-2100,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r1i1p1,v1,6.834831831,3.133582209,279.9848318,3.63E-05,39.80674324,4.44E-09
184,annual,rcp85,2071-2100,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r2i1p1,v1,6.571752033,3.025121672,279.721752,3.50E-05,42.68873654,4.29E-09
185,annual,rcp85,2071-2100,CLMcom-ETH,NCC-NorESM1-M,COSMO-crCLIM-v1-1,r1i1p1,v1,5.902758848,2.992153744,279.0527588,3.46E-05,47.8039473,4.33E-09
186,annual,rcp85,2071-2100,CLMcom,CNRM-CERFACS-CNRM-CM5,CCLM4-8-17,r1i1p1,v1,5.507342273,2.266751501,278.6573423,2.62E-05,59.40657287,2.69E-09
187,annual,rcp85,2071-2100,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,6.24071774,2.695086354,279.3907177,3.12E-05,40.90682705,3.32E-09
188,annual,rcp85,2071-2100,CLMcom,MOHC-HadGEM2-ES,CCLM4-8-17,r1i1p1,v1,8.095960651,2.666010524,281.2459607,3.09E-05,52.16389591,3.72E-09
189,annual,rcp85,2071-2100,CLMcom,MPI-M-MPI-ESM-LR,CCLM4-8-17,r1i1p1,v1,6.339475709,3.044700182,279.4894757,3.52E-05,41.69826816,3.78E-09
190,annual,rcp85,2071-2100,DMI,CNRM-CERFACS-CNRM-CM5,HIRHAM5,r1i1p1,v2,6.121268411,3.168375902,279.2712684,3.67E-05,58.15425093,5.69E-09
191,annual,rcp85,2071-2100,DMI,ICHEC-EC-EARTH,HIRHAM5,r12i1p1,v1,6.670455045,3.42741043,279.820455,3.97E-05,39.31922881,5.96E-09
192,annual,rcp85,2071-2100,DMI,ICHEC-EC-EARTH,HIRHAM5,r1i1p1,v1,6.738189712,3.355255764,279.8881897,3.88E-05,43.36411849,5.78E-09
193,annual,rcp85,2071-2100,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,6.797186195,3.302508099,279.9471862,3.82E-05,44.6547112,5.85E-09
194,annual,rcp85,2071-2100,DMI,MOHC-HadGEM2-ES,HIRHAM5,r1i1p1,v2,8.627670917,3.640841578,281.7776709,4.21E-05,46.24388602,7.18E-09
195,annual,rcp85,2071-2100,DMI,MPI-M-MPI-ESM-LR,HIRHAM5,r1i1p1,v1,6.932408222,3.726832834,280.0824082,4.31E-05,41.74241935,6.36E-09
196,annual,rcp85,2071-2100,DMI,NCC-NorESM1-M,HIRHAM5,r1i1p1,v3,6.201478347,3.73625487,279.3514783,4.32E-05,43.22372706,6.76E-09
197,annual,rcp85,2071-2100,GERICS,MPI-M-MPI-ESM-LR,REMO2015,r3i1p1,v1,6.502588481,3.156848194,279.6525885,3.65E-05,41.19317432,4.87E-09
198,annual,rcp85,2071-2100,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,6.719311937,3.430797902,279.8693119,3.97E-05,44.82340556,5.82E-09
199,annual,rcp85,2071-2100,IPSL,CNRM-CERFACS-CNRM-CM5,WRF381P,r1i1p1,v2,6.47326885,2.457414498,279.6232689,2.84E-05,68.71600214,2.74E-09
200,annual,rcp85,2071-2100,IPSL,ICHEC-EC-EARTH,WRF381P,r12i1p1,v1,7.07219169,2.750618092,280.2221917,3.18E-05,44.90406202,3.12E-09
201,annual,rcp85,2071-2100,IPSL,IPSL-IPSL-CM5A-MR,WRF381P,r1i1p1,v1,5.692492856,2.802783302,278.8424929,3.24E-05,72.99078781,3.47E-09
202,annual,rcp85,2071-2100,IPSL,MOHC-HadGEM2-ES,WRF381P,r1i1p1,v1,8.181831172,2.860666941,281.3318312,3.31E-05,59.07882227,3.56E-09
203,annual,rcp85,2071-2100,IPSL,NCC-NorESM1-M,WRF381P,r1i1p1,v1,6.086782809,2.901442839,279.2367828,3.36E-05,51.9320352,3.51E-09
204,annual,rcp85,2071-2100,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,5.163667839,2.53656345,278.3136678,2.94E-05,64.68950594,3.12E-09
205,annual,rcp85,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,5.831754232,2.822839551,278.9817542,3.27E-05,42.94829908,3.53E-09
206,annual,rcp85,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r1i1p1,v1,5.755418773,2.741478794,278.9054188,3.17E-05,47.63134755,3.40E-09
207,annual,rcp85,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r3i1p1,v1,5.972197186,2.764581759,279.1221972,3.20E-05,48.97061511,3.57E-09
208,annual,rcp85,2071-2100,KNMI,IPSL-IPSL-CM5A-MR,RACMO22E,r1i1p1,v1,5.016767421,2.924615143,278.1667674,3.38E-05,61.55642037,3.84E-09
209,annual,rcp85,2071-2100,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,7.658969004,3.016475961,280.808969,3.49E-05,54.00059079,4.25E-09
210,annual,rcp85,2071-2100,KNMI,MPI-M-MPI-ESM-LR,RACMO22E,r1i1p1,v1,6.119125082,3.099570785,279.2691251,3.59E-05,47.01685123,3.94E-09
211,annual,rcp85,2071-2100,KNMI,NCC-NorESM1-M,RACMO22E,r1i1p1,v1,5.194306441,3.016257753,278.3443064,3.49E-05,52.47964525,3.92E-09
212,annual,rcp85,2071-2100,MOHC,ICHEC-EC-EARTH,HadREM3-GA7-05,r12i1p1,v1,,3.24014566,,3.75E-05,,5.09E-09
213,annual,rcp85,2071-2100,MOHC,MOHC-HadGEM2-ES,HadREM3-GA7-05,r1i1p1,v1,,3.303995371,,3.82E-05,,5.71E-09
214,annual,rcp85,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,6.48285887,3.09804304,279.6328589,3.59E-05,41.17678336,4.67E-09
215,annual,rcp85,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,6.284710925,3.004762591,279.4347109,3.48E-05,43.76727715,4.45E-09
216,annual,rcp85,2071-2100,SMHI,CNRM-CERFACS-CNRM-CM5,RCA4,r1i1p1,v1,5.208760167,2.999831808,278.3587602,3.47E-05,58.72103759,4.11E-09
217,annual,rcp85,2071-2100,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,5.99398769,3.288204808,279.1439877,3.81E-05,40.69025129,4.26E-09
218,annual,rcp85,2071-2100,SMHI,ICHEC-EC-EARTH,RCA4,r1i1p1,v1,5.940074742,3.196059554,279.0900747,3.70E-05,44.25613459,4.13E-09
219,annual,rcp85,2071-2100,SMHI,ICHEC-EC-EARTH,RCA4,r3i1p1,v1,5.988272148,3.17221168,279.1382721,3.67E-05,46.25574302,4.25E-09
220,annual,rcp85,2071-2100,SMHI,IPSL-IPSL-CM5A-MR,RCA4,r1i1p1,v1,5.137837986,3.259793227,278.287838,3.77E-05,55.81567034,4.37E-09
221,annual,rcp85,2071-2100,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,7.843047923,3.539345044,280.9930479,4.10E-05,45.10803199,5.18E-09
222,annual,rcp85,2071-2100,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,6.309441636,3.496989325,279.4594416,4.05E-05,43.6875687,4.53E-09
223,annual,rcp85,2071-2100,SMHI,MPI-M-MPI-ESM-LR,RCA4,r2i1p1,v1,6.070488019,3.442702594,279.220488,3.98E-05,46.43015292,4.44E-09
224,annual,rcp85,2071-2100,SMHI,MPI-M-MPI-ESM-LR,RCA4,r3i1p1,v1,6.457715982,3.605722977,279.607716,4.17E-05,41.47050863,4.76E-09
225,annual,rcp85,2071-2100,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,5.252890745,3.380442609,278.4028907,3.91E-05,49.44813421,4.58E-09
226,annual,rcp85,2071-2100,UHOH,MPI-M-MPI-ESM-LR,WRF361H,r1i1p1,v1,5.871817982,2.927255159,279.021818,3.39E-05,41.95818449,4.58E-09
227,spring,historical,1951-2000,CLMcom-ETH,ICHEC-EC-EARTH,COSMO-crCLIM-v1-1,r12i1p1,v1,-0.275686964,1.998754705,272.874313,2.31E-05,26.34971457,1.87E-09
228,spring,historical,1951-2000,CLMcom-ETH,MOHC-HadGEM2-ES,COSMO-crCLIM-v1-1,r1i1p1,v1,0.970795779,2.114647644,274.1207958,2.45E-05,27.07531188,2.09E-09
229,spring,historical,1951-2000,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r1i1p1,v1,1.446752033,2.26073491,274.596752,2.62E-05,23.77498832,2.31E-09
230,spring,historical,1951-2000,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r2i1p1,v1,1.615360519,2.316694717,274.7653605,2.68E-05,24.33668801,2.41E-09
231,spring,historical,1951-2000,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r3i1p1,v1,1.09291053,2.134831818,274.2429105,2.47E-05,25.57376621,2.17E-09
232,spring,historical,1951-2000,CLMcom-ETH,NCC-NorESM1-M,COSMO-crCLIM-v1-1,r1i1p1,v1,1.068069905,2.206448037,274.2180699,2.55E-05,24.41024813,2.30E-09
233,spring,historical,1951-2000,CLMcom,CNRM-CERFACS-CNRM-CM5,CCLM4-8-17,r1i1p1,v1,-1.121312376,1.745737052,272.0286876,2.02E-05,29.65328918,1.30E-09
234,spring,historical,1951-2000,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,-0.330231919,1.9239821,272.8197681,2.23E-05,27.02423438,1.54E-09
235,spring,historical,1951-2000,CLMcom,MOHC-HadGEM2-ES,CCLM4-8-17,r1i1p1,v1,0.800593537,1.981600831,273.9505935,2.29E-05,28.36074206,1.65E-09
236,spring,historical,1951-2000,CLMcom,MPI-M-MPI-ESM-LR,CCLM4-8-17,r1i1p1,v1,1.081671796,2.096498246,274.2316718,2.43E-05,24.23652176,1.80E-09
237,spring,historical,1951-2000,DMI,CNRM-CERFACS-CNRM-CM5,HIRHAM5,r1i1p1,v2,-0.866118927,2.352787757,272.2838811,2.72E-05,31.97533112,2.70E-09
238,spring,historical,1951-2000,DMI,ICHEC-EC-EARTH,HIRHAM5,r12i1p1,v1,-0.256122225,2.355088148,272.8938778,2.73E-05,27.09216827,2.89E-09
239,spring,historical,1951-2000,DMI,ICHEC-EC-EARTH,HIRHAM5,r1i1p1,v1,-0.257496153,2.289314746,272.8925038,2.65E-05,29.83708645,2.85E-09
240,spring,historical,1951-2000,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,-0.133979996,2.40174408,273.01602,2.78E-05,25.71493048,2.97E-09
241,spring,historical,1951-2000,DMI,MOHC-HadGEM2-ES,HIRHAM5,r1i1p1,v2,1.41941086,2.63782819,274.5694109,3.05E-05,27.11706385,3.56E-09
242,spring,historical,1951-2000,DMI,MPI-M-MPI-ESM-LR,HIRHAM5,r1i1p1,v1,1.441998241,2.644544267,274.5919982,3.06E-05,24.88770884,3.45E-09
243,spring,historical,1951-2000,DMI,NCC-NorESM1-M,HIRHAM5,r1i1p1,v3,1.035150583,2.610680863,274.1851506,3.02E-05,21.31850063,3.38E-09
244,spring,historical,1951-2000,GERICS,CNRM-CERFACS-CNRM-CM5,REMO2015,r1i1p1,v2,-0.721993845,2.186458722,272.4280062,2.53E-05,33.53005812,2.12E-09
245,spring,historical,1951-2000,GERICS,IPSL-IPSL-CM5A-LR,REMO2015,r1i1p1,v1,-4.774367993,1.866549312,268.375632,2.16E-05,49.55633793,1.82E-09
246,spring,historical,1951-2000,GERICS,IPSL-IPSL-CM5A-MR,REMO2015,r1i1p1,v1,-1.526318971,2.113821366,271.623681,2.45E-05,33.11677017,2.17E-09
247,spring,historical,1951-2000,GERICS,MPI-M-MPI-ESM-LR,REMO2015,r3i1p1,v1,0.744454825,2.225500412,273.8944548,2.58E-05,30.22604556,2.43E-09
248,spring,historical,1951-2000,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,1.148087492,2.394506962,274.2980875,2.77E-05,26.96821932,2.81E-09
249,spring,historical,1951-2000,GERICS,NOAA-GFDL-GFDL-ESM2G,REMO2015,r1i1p1,v1,-2.612326885,2.258589473,270.5376731,2.61E-05,44.96655858,2.28E-09
250,spring,historical,1951-2000,IPSL,CNRM-CERFACS-CNRM-CM5,WRF381P,r1i1p1,v2,-1.048109475,1.822163346,272.1018905,2.11E-05,29.94738541,1.37E-09
251,spring,historical,1951-2000,IPSL,ICHEC-EC-EARTH,WRF381P,r12i1p1,v1,-0.156265113,1.895942125,272.9937349,2.19E-05,25.75476581,1.58E-09
252,spring,historical,1951-2000,IPSL,IPSL-IPSL-CM5A-MR,WRF381P,r1i1p1,v1,-3.215536382,1.705773989,269.9344636,1.97E-05,35.25612085,1.37E-09
253,spring,historical,1951-2000,IPSL,MOHC-HadGEM2-ES,WRF381P,r1i1p1,v1,0.213623873,1.987953934,273.3636239,2.30E-05,30.7712478,1.69E-09
254,spring,historical,1951-2000,IPSL,NCC-NorESM1-M,WRF381P,r1i1p1,v1,0.453978896,2.018617085,273.6039789,2.34E-05,22.48035111,1.83E-09
255,spring,historical,1951-2000,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,-2.287475269,1.786352761,270.8625247,2.07E-05,30.52744765,1.51E-09
256,spring,historical,1951-2000,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,-1.363343592,1.859922529,271.7866564,2.15E-05,25.25932039,1.76E-09
257,spring,historical,1951-2000,KNMI,ICHEC-EC-EARTH,RACMO22E,r1i1p1,v1,-1.517690701,1.783520857,271.6323093,2.06E-05,27.87988432,1.69E-09
258,spring,historical,1951-2000,KNMI,ICHEC-EC-EARTH,RACMO22E,r3i1p1,v1,-1.280248406,1.883613327,271.8697516,2.18E-05,25.32068861,1.76E-09
259,spring,historical,1951-2000,KNMI,IPSL-IPSL-CM5A-MR,RACMO22E,r1i1p1,v1,-2.726060673,1.717392548,270.4239393,1.99E-05,28.35006664,1.51E-09
260,spring,historical,1951-2000,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,-0.259804353,1.991302209,272.8901956,2.30E-05,26.73434924,2.01E-09
261,spring,historical,1951-2000,KNMI,MPI-M-MPI-ESM-LR,RACMO22E,r1i1p1,v1,0.056226643,2.010528217,273.2062266,2.33E-05,24.57723195,1.99E-09
262,spring,historical,1951-2000,KNMI,NCC-NorESM1-M,RACMO22E,r1i1p1,v1,-0.411595955,1.966965841,272.738404,2.28E-05,22.61758422,1.92E-09
263,spring,historical,1951-2000,MOHC,ICHEC-EC-EARTH,HadREM3-GA7-05,r12i1p1,v1,-0.14942295,2.171628164,273.000577,2.51E-05,30.74269414,2.63E-09
264,spring,historical,1951-2000,MOHC,MOHC-HadGEM2-ES,HadREM3-GA7-05,r1i1p1,v1,0.404572434,2.316201978,273.5545724,2.68E-05,25.90567467,2.85E-09
265,spring,historical,1951-2000,MOHC,MPI-M-MPI-ESM-LR,HadREM3-GA7-05,r1i1p1,v1,1.112942405,2.478152261,274.2629424,2.87E-05,26.70669893,3.05E-09
266,spring,historical,1951-2000,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,1.333018246,2.261930388,274.4830182,2.62E-05,25.15543595,2.66E-09
267,spring,historical,1951-2000,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,1.390805672,2.326890814,274.5408057,2.69E-05,24.28759583,2.76E-09
268,spring,historical,1951-2000,SMHI,CNRM-CERFACS-CNRM-CM5,RCA4,r1i1p1,v1,-2.535084634,1.944973307,270.6149154,2.25E-05,44.64694164,1.68E-09
269,spring,historical,1951-2000,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,-1.675994724,2.116912799,271.4740053,2.45E-05,37.24578547,1.96E-09
270,spring,historical,1951-2000,SMHI,ICHEC-EC-EARTH,RCA4,r1i1p1,v1,-1.415992526,2.033011225,271.7340075,2.35E-05,36.52655803,1.93E-09
271,spring,historical,1951-2000,SMHI,ICHEC-EC-EARTH,RCA4,r3i1p1,v1,-1.869306441,2.006062436,271.2806936,2.32E-05,38.38935068,1.85E-09
272,spring,historical,1951-2000,SMHI,IPSL-IPSL-CM5A-MR,RCA4,r1i1p1,v1,-2.861420092,1.964817007,270.2885799,2.27E-05,39.19252858,1.75E-09
273,spring,historical,1951-2000,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,-0.096526709,2.327278552,273.0534733,2.69E-05,32.5682018,2.41E-09
274,spring,historical,1951-2000,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,0.530259398,2.340443676,273.6802594,2.71E-05,28.14013039,2.35E-09
275,spring,historical,1951-2000,SMHI,MPI-M-MPI-ESM-LR,RCA4,r2i1p1,v1,0.299906573,2.344484926,273.4499066,2.71E-05,31.98372238,2.41E-09
276,spring,historical,1951-2000,SMHI,MPI-M-MPI-ESM-LR,RCA4,r3i1p1,v1,0.07642339,2.311583649,273.2264234,2.68E-05,33.45846615,2.28E-09
277,spring,historical,1951-2000,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,-0.760353924,2.208740503,272.3896461,2.56E-05,34.90777506,2.21E-09
278,spring,rcp26,2031-2060,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,1.637563201,1.98002002,274.7875632,2.29E-05,24.964508,1.74E-09
279,spring,rcp26,2031-2060,CLMcom,MIROC-MIROC5,CCLM4-8-17,r1i1p1,v1,1.2656408,2.172692322,274.4156408,2.51E-05,30.52333617,2.04E-09
280,spring,rcp26,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,1.461617938,2.368452801,274.6116179,2.74E-05,23.17671638,3.03E-09
281,spring,rcp26,2031-2060,GERICS,ICHEC-EC-EARTH,REMO2015,r12i1p1,v1,2.443262255,2.371819189,275.5932623,2.75E-05,22.73520966,2.65E-09
282,spring,rcp26,2031-2060,GERICS,IPSL-IPSL-CM5A-LR,REMO2015,r1i1p1,v1,-1.101170587,2.225298335,272.0488294,2.58E-05,32.66147436,2.27E-09
283,spring,rcp26,2031-2060,GERICS,MIROC-MIROC5,REMO2015,r1i1p1,v1,1.321174984,2.351373504,274.471175,2.72E-05,33.68610546,2.63E-09
284,spring,rcp26,2031-2060,GERICS,MOHC-HadGEM2-ES,REMO2015,r1i1p1,v1,3.725906793,2.623908392,276.8759068,3.04E-05,24.74567556,3.46E-09
285,spring,rcp26,2031-2060,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,2.92534623,2.562105768,276.0753462,2.97E-05,22.34452627,3.16E-09
286,spring,rcp26,2031-2060,GERICS,NOAA-GFDL-GFDL-ESM2G,REMO2015,r1i1p1,v1,-1.077511541,2.292813163,272.0724885,2.65E-05,43.94635153,2.39E-09
287,spring,rcp26,2031-2060,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,-0.641591559,1.784436429,272.5084084,2.07E-05,25.78099926,1.57E-09
288,spring,rcp26,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,0.774763684,1.931125113,273.9247637,2.24E-05,23.15067872,1.87E-09
289,spring,rcp26,2031-2060,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,2.066805891,2.16372043,275.2168059,2.50E-05,26.05975043,2.39E-09
290,spring,rcp26,2031-2060,KNMI,MPI-M-MPI-ESM-LR,RACMO22E,r1i1p1,v1,1.811694878,2.188294818,274.9616949,2.53E-05,23.87364668,2.36E-09
291,spring,rcp26,2031-2060,KNMI,NCC-NorESM1-M,RACMO22E,r1i1p1,v1,1.177132337,2.135957532,274.3271323,2.47E-05,21.67791685,2.25E-09
292,spring,rcp26,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,2.795867224,2.348647733,275.9458672,2.72E-05,22.67559663,2.78E-09
293,spring,rcp26,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,2.737969883,2.30436139,275.8879699,2.67E-05,23.24412646,2.70E-09
294,spring,rcp26,2031-2060,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,0.794987909,2.31689651,273.9449879,2.68E-05,27.5467565,2.27E-09
295,spring,rcp26,2031-2060,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,2.315267092,2.558974995,275.4652671,2.96E-05,25.32169845,2.96E-09
296,spring,rcp26,2031-2060,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,1.963926138,2.440018359,275.1139261,2.82E-05,26.85331769,2.66E-09
297,spring,rcp26,2031-2060,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,1.164657067,2.40476306,274.3146571,2.78E-05,26.28687967,2.59E-09
298,spring,rcp26,2071-2100,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,1.403418334,1.920731468,274.5534183,2.22E-05,22.50265855,1.69E-09
299,spring,rcp26,2071-2100,CLMcom,MIROC-MIROC5,CCLM4-8-17,r1i1p1,v1,1.080682568,2.134502524,274.2306826,2.47E-05,29.33159073,1.97E-09
