,Season,Experiment,Period,Institute,Model,Model Id,Ensemble,RCM Ver,TAS celsius,PR mm.day,TAS,PR,TAS variance,PR variance
300,spring,rcp26,2071-2100,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,1.991459661,2.435077953,275.1414597,2.82E-05,24.40310714,3.17E-09
301,spring,rcp26,2071-2100,GERICS,ICHEC-EC-EARTH,REMO2015,r12i1p1,v1,2.100549571,2.31886789,275.2505496,2.68E-05,22.35449755,2.65E-09
302,spring,rcp26,2071-2100,GERICS,IPSL-IPSL-CM5A-LR,REMO2015,r1i1p1,v1,-1.529396571,2.057693586,271.6206034,2.38E-05,33.52472041,2.02E-09
303,spring,rcp26,2071-2100,GERICS,MIROC-MIROC5,REMO2015,r1i1p1,v1,1.195378105,2.287743699,274.3453781,2.65E-05,31.62567322,2.46E-09
304,spring,rcp26,2071-2100,GERICS,MOHC-HadGEM2-ES,REMO2015,r1i1p1,v1,3.906440976,2.530132658,277.056441,2.93E-05,25.29143424,3.04E-09
305,spring,rcp26,2071-2100,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,2.647977577,2.642432651,275.7979776,3.06E-05,24.72370816,3.16E-09
306,spring,rcp26,2071-2100,GERICS,NOAA-GFDL-GFDL-ESM2G,REMO2015,r1i1p1,v1,-1.900357221,2.377170824,271.2496428,2.75E-05,41.09459497,2.42E-09
307,spring,rcp26,2071-2100,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,-0.610760607,1.845000979,272.5392394,2.14E-05,24.86838797,1.63E-09
308,spring,rcp26,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,0.540591339,1.890485065,273.6905913,2.19E-05,21.39533757,1.94E-09
309,spring,rcp26,2071-2100,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,2.225796878,2.098350049,275.3757969,2.43E-05,25.95266645,2.16E-09
310,spring,rcp26,2071-2100,KNMI,MPI-M-MPI-ESM-LR,RACMO22E,r1i1p1,v1,2.252780831,2.154425045,275.4027808,2.49E-05,22.15537069,2.20E-09
311,spring,rcp26,2071-2100,KNMI,NCC-NorESM1-M,RACMO22E,r1i1p1,v1,1.004209716,2.170130986,274.1542097,2.51E-05,24.96642978,2.22E-09
312,spring,rcp26,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,3.27580787,2.381540094,276.4258079,2.76E-05,21.64086544,2.83E-09
313,spring,rcp26,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,2.856155199,2.3351744,276.0061552,2.70E-05,23.91234337,2.78E-09
314,spring,rcp26,2071-2100,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,0.383029237,2.169776786,273.5330292,2.51E-05,28.88510181,2.17E-09
315,spring,rcp26,2071-2100,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,2.389788965,2.489455251,275.539789,2.88E-05,26.92861068,2.67E-09
316,spring,rcp26,2071-2100,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,2.136436579,2.447100382,275.2864366,2.83E-05,25.39180314,2.61E-09
317,spring,rcp26,2071-2100,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,0.849697736,2.43762344,273.9996977,2.82E-05,30.9922167,2.60E-09
318,spring,rcp45,2031-2060,CLMcom,CNRM-CERFACS-CNRM-CM5,CCLM4-8-17,r1i1p1,v1,0.784930754,1.786982057,273.9349308,2.07E-05,27.10125337,1.44E-09
319,spring,rcp45,2031-2060,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,1.826918004,1.981655171,274.976918,2.29E-05,25.45263554,1.73E-09
320,spring,rcp45,2031-2060,CLMcom,MOHC-HadGEM2-ES,CCLM4-8-17,r1i1p1,v1,3.554825236,2.043076142,276.7048252,2.36E-05,24.99098531,1.93E-09
321,spring,rcp45,2031-2060,CLMcom,MPI-M-MPI-ESM-LR,CCLM4-8-17,r1i1p1,v1,2.534078918,2.158289549,275.6840789,2.50E-05,24.86172957,2.05E-09
322,spring,rcp45,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,2.184304243,2.540156678,275.3343042,2.94E-05,24.17993309,3.42E-09
323,spring,rcp45,2031-2060,DMI,MOHC-HadGEM2-ES,HIRHAM5,r1i1p1,v2,4.240800176,2.709363041,277.3908002,3.14E-05,23.73648741,4.04E-09
324,spring,rcp45,2031-2060,DMI,NCC-NorESM1-M,HIRHAM5,r1i1p1,v3,2.867696197,2.938791641,276.0176962,3.40E-05,20.04287,4.24E-09
325,spring,rcp45,2031-2060,GERICS,ICHEC-EC-EARTH,REMO2015,r1i1p1,v1,3.14907672,2.560887931,276.2990767,2.96E-05,22.26161828,3.05E-09
326,spring,rcp45,2031-2060,GERICS,MOHC-HadGEM2-ES,REMO2015,r1i1p1,v1,4.528555727,2.579643701,277.6785557,2.99E-05,23.54407906,3.40E-09
327,spring,rcp45,2031-2060,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,3.248219389,2.726150403,276.3982194,3.16E-05,22.18864036,3.49E-09
328,spring,rcp45,2031-2060,IPSL,IPSL-IPSL-CM5A-MR,WRF381P,r1i1p1,v1,-0.056353045,1.843322385,273.093647,2.13E-05,24.85153846,1.66E-09
329,spring,rcp45,2031-2060,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,-0.058111673,1.780304754,273.0918883,2.06E-05,26.00398783,1.59E-09
330,spring,rcp45,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,1.011601451,1.910355794,274.1616015,2.21E-05,24.85389818,1.81E-09
331,spring,rcp45,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r1i1p1,v1,0.858655749,1.934723577,274.0086557,2.24E-05,24.05264893,1.91E-09
332,spring,rcp45,2031-2060,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,2.746680589,2.117547048,275.8966806,2.45E-05,25.5632797,2.37E-09
333,spring,rcp45,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,2.70678171,2.315126783,275.8567817,2.68E-05,25.45344616,2.78E-09
334,spring,rcp45,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,3.024324027,2.196065995,276.174324,2.54E-05,23.62603732,2.53E-09
335,spring,rcp45,2031-2060,SMHI,CNRM-CERFACS-CNRM-CM5,RCA4,r1i1p1,v1,-0.196273906,2.091427367,272.9537261,2.42E-05,32.99865699,1.97E-09
336,spring,rcp45,2031-2060,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,0.919273467,2.276172971,274.0692735,2.63E-05,28.43337821,2.21E-09
337,spring,rcp45,2031-2060,SMHI,IPSL-IPSL-CM5A-MR,RCA4,r1i1p1,v1,0.011381622,2.196765622,273.1613816,2.54E-05,28.05033043,2.05E-09
338,spring,rcp45,2031-2060,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,3.026412398,2.508814986,276.1764124,2.90E-05,23.01621407,2.78E-09
339,spring,rcp45,2031-2060,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,1.88085843,2.388352964,275.0308584,2.76E-05,29.73859639,2.54E-09
340,spring,rcp45,2031-2060,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,1.751956474,2.59121641,274.9019565,3.00E-05,25.76324123,2.76E-09
341,spring,rcp45,2071-2100,CLMcom,CNRM-CERFACS-CNRM-CM5,CCLM4-8-17,r1i1p1,v1,1.737282919,1.971491339,274.8872829,2.28E-05,22.56113294,1.70E-09
342,spring,rcp45,2071-2100,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,2.827962189,2.108302748,275.9779622,2.44E-05,22.00898893,1.93E-09
343,spring,rcp45,2071-2100,CLMcom,MOHC-HadGEM2-ES,CCLM4-8-17,r1i1p1,v1,4.38162783,2.210001643,277.5316278,2.56E-05,24.13715583,2.22E-09
344,spring,rcp45,2071-2100,CLMcom,MPI-M-MPI-ESM-LR,CCLM4-8-17,r1i1p1,v1,3.325599033,2.241475788,276.475599,2.59E-05,21.69251827,2.17E-09
345,spring,rcp45,2071-2100,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,2.945020884,2.583042777,276.0950209,2.99E-05,23.2117361,3.58E-09
346,spring,rcp45,2071-2100,DMI,MOHC-HadGEM2-ES,HIRHAM5,r1i1p1,v2,5.033529347,2.817603388,278.1835293,3.26E-05,23.55986206,4.15E-09
347,spring,rcp45,2071-2100,DMI,NCC-NorESM1-M,HIRHAM5,r1i1p1,v3,3.476566278,2.885724162,276.6265663,3.34E-05,19.61025431,4.16E-09
348,spring,rcp45,2071-2100,GERICS,ICHEC-EC-EARTH,REMO2015,r1i1p1,v1,3.471015608,2.483662387,276.6210156,2.87E-05,22.46043086,2.81E-09
349,spring,rcp45,2071-2100,GERICS,MOHC-HadGEM2-ES,REMO2015,r1i1p1,v1,5.198373269,2.593347271,278.3483733,3.00E-05,22.73070318,3.38E-09
350,spring,rcp45,2071-2100,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,3.903857991,2.733769598,277.053858,3.16E-05,20.30739242,3.45E-09
351,spring,rcp45,2071-2100,IPSL,IPSL-IPSL-CM5A-MR,WRF381P,r1i1p1,v1,0.835601231,1.964480496,273.9856012,2.27E-05,25.90245796,1.79E-09
352,spring,rcp45,2071-2100,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,0.977170807,1.984138393,274.1271708,2.30E-05,24.30334964,1.90E-09
353,spring,rcp45,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,2.043146845,2.048027445,275.1931468,2.37E-05,22.03739489,2.00E-09
354,spring,rcp45,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r1i1p1,v1,2.185568257,1.963936813,275.3355683,2.27E-05,22.86374409,1.92E-09
355,spring,rcp45,2071-2100,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,3.605495713,2.21392926,276.7554957,2.56E-05,26.77313008,2.45E-09
356,spring,rcp45,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,3.591701473,2.400752093,276.7417015,2.78E-05,21.66718132,2.89E-09
357,spring,rcp45,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,3.701780611,2.417183415,276.8517806,2.80E-05,21.93277025,2.86E-09
358,spring,rcp45,2071-2100,SMHI,CNRM-CERFACS-CNRM-CM5,RCA4,r1i1p1,v1,1.014816443,2.334814964,274.1648164,2.70E-05,28.39796006,2.31E-09
359,spring,rcp45,2071-2100,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,2.057902836,2.472312132,275.2079028,2.86E-05,24.84305273,2.55E-09
360,spring,rcp45,2071-2100,SMHI,IPSL-IPSL-CM5A-MR,RCA4,r1i1p1,v1,0.703429325,2.213471333,273.8534293,2.56E-05,27.45031188,2.26E-09
361,spring,rcp45,2071-2100,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,3.909848318,2.662816638,277.0598483,3.08E-05,23.26036114,3.06E-09
362,spring,rcp45,2071-2100,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,2.692740163,2.492096964,275.8427402,2.88E-05,25.1958157,2.66E-09
363,spring,rcp45,2071-2100,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,2.484425148,2.602217983,275.6344251,3.01E-05,22.53342081,2.80E-09
364,spring,rcp85,2031-2060,CLMcom-ETH,ICHEC-EC-EARTH,COSMO-crCLIM-v1-1,r12i1p1,v1,2.534216311,2.134909224,275.6842163,2.47E-05,22.29864737,2.26E-09
365,spring,rcp85,2031-2060,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r1i1p1,v1,3.821971862,2.495064152,276.9719719,2.89E-05,21.01912165,2.84E-09
366,spring,rcp85,2031-2060,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r2i1p1,v1,3.751571774,2.402040968,276.9015718,2.78E-05,25.34958576,2.72E-09
367,spring,rcp85,2031-2060,CLMcom-ETH,NCC-NorESM1-M,COSMO-crCLIM-v1-1,r1i1p1,v1,2.74014069,2.311770726,275.8901407,2.68E-05,25.38432897,2.58E-09
368,spring,rcp85,2031-2060,CLMcom,CNRM-CERFACS-CNRM-CM5,CCLM4-8-17,r1i1p1,v1,0.895092328,1.771038803,274.0450923,2.05E-05,25.21165709,1.47E-09
369,spring,rcp85,2031-2060,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,2.337277424,2.104217913,275.4872774,2.44E-05,23.54850311,1.90E-09
370,spring,rcp85,2031-2060,CLMcom,MOHC-HadGEM2-ES,CCLM4-8-17,r1i1p1,v1,3.56433282,1.902220511,276.7143328,2.20E-05,27.83004506,1.83E-09
371,spring,rcp85,2031-2060,CLMcom,MPI-M-MPI-ESM-LR,CCLM4-8-17,r1i1p1,v1,3.293531545,2.358885151,276.4435315,2.73E-05,21.4331103,2.29E-09
372,spring,rcp85,2031-2060,DMI,CNRM-CERFACS-CNRM-CM5,HIRHAM5,r1i1p1,v2,1.334584524,2.330472155,274.4845845,2.70E-05,24.38071211,2.90E-09
373,spring,rcp85,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r12i1p1,v1,2.688535942,2.561785672,275.8385359,2.97E-05,23.12418938,3.43E-09
374,spring,rcp85,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r1i1p1,v1,2.553588701,2.534306078,275.7035887,2.93E-05,20.52306482,3.47E-09
375,spring,rcp85,2031-2060,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,2.782237854,2.511992175,275.9322379,2.91E-05,23.15592026,3.43E-09
376,spring,rcp85,2031-2060,DMI,MOHC-HadGEM2-ES,HIRHAM5,r1i1p1,v2,4.363766762,2.506131952,277.5137668,2.90E-05,26.53847515,3.70E-09
377,spring,rcp85,2031-2060,DMI,MPI-M-MPI-ESM-LR,HIRHAM5,r1i1p1,v1,3.896768521,2.956481272,277.0467685,3.42E-05,21.42416603,4.07E-09
378,spring,rcp85,2031-2060,DMI,NCC-NorESM1-M,HIRHAM5,r1i1p1,v3,2.856649813,2.822713041,276.0066498,3.27E-05,21.0965116,3.89E-09
379,spring,rcp85,2031-2060,GERICS,MPI-M-MPI-ESM-LR,REMO2015,r3i1p1,v1,3.517949,2.325883119,276.667949,2.69E-05,25.30009171,2.77E-09
380,spring,rcp85,2031-2060,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,3.172103759,2.553865626,276.3221038,2.96E-05,23.83734406,3.02E-09
381,spring,rcp85,2031-2060,IPSL,CNRM-CERFACS-CNRM-CM5,WRF381P,r1i1p1,v2,0.861101341,1.819380547,274.0111013,2.11E-05,25.94478182,1.50E-09
382,spring,rcp85,2031-2060,IPSL,ICHEC-EC-EARTH,WRF381P,r12i1p1,v1,2.999758189,2.02509217,276.1497582,2.34E-05,25.58933969,1.86E-09
383,spring,rcp85,2031-2060,IPSL,IPSL-IPSL-CM5A-MR,WRF381P,r1i1p1,v1,-0.063305122,1.961769442,273.0866949,2.27E-05,25.69424255,1.73E-09
384,spring,rcp85,2031-2060,IPSL,MOHC-HadGEM2-ES,WRF381P,r1i1p1,v1,3.269240492,2.049099102,276.4192405,2.37E-05,33.77606342,1.96E-09
385,spring,rcp85,2031-2060,IPSL,NCC-NorESM1-M,WRF381P,r1i1p1,v1,2.203649154,2.114099858,275.3536492,2.45E-05,27.29950264,1.98E-09
386,spring,rcp85,2031-2060,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,0.029929655,1.756118811,273.1799297,2.03E-05,24.41999959,1.62E-09
387,spring,rcp85,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,1.596537701,2.04187005,274.7465377,2.36E-05,23.83019448,2.08E-09
388,spring,rcp85,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r1i1p1,v1,1.374455924,1.931977854,274.5244559,2.24E-05,21.52015725,2.00E-09
389,spring,rcp85,2031-2060,KNMI,ICHEC-EC-EARTH,RACMO22E,r3i1p1,v1,1.658694219,1.992815519,274.8086942,2.31E-05,23.23750756,2.04E-09
390,spring,rcp85,2031-2060,KNMI,IPSL-IPSL-CM5A-MR,RACMO22E,r1i1p1,v1,-0.001670697,1.954053171,273.1483293,2.26E-05,20.158213,1.83E-09
391,spring,rcp85,2031-2060,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,2.848158936,2.002346235,275.9981589,2.32E-05,28.8579152,2.23E-09
392,spring,rcp85,2031-2060,KNMI,MPI-M-MPI-ESM-LR,RACMO22E,r1i1p1,v1,2.716096944,2.308177922,275.8660969,2.67E-05,23.22820606,2.43E-09
393,spring,rcp85,2031-2060,KNMI,NCC-NorESM1-M,RACMO22E,r1i1p1,v1,1.56452517,2.165023881,274.7145252,2.51E-05,24.10711489,2.22E-09
394,spring,rcp85,2031-2060,MOHC,ICHEC-EC-EARTH,HadREM3-GA7-05,r12i1p1,v1,,2.406670335,,2.79E-05,,3.04E-09
395,spring,rcp85,2031-2060,MOHC,MOHC-HadGEM2-ES,HadREM3-GA7-05,r1i1p1,v1,,2.313079696,,2.68E-05,,3.00E-09
396,spring,rcp85,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,3.585326445,2.515522573,276.7353264,2.91E-05,21.55256306,3.13E-09
397,spring,rcp85,2031-2060,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,3.444306441,2.409578088,276.5943064,2.79E-05,26.44865973,2.88E-09
398,spring,rcp85,2031-2060,SMHI,CNRM-CERFACS-CNRM-CM5,RCA4,r1i1p1,v1,-0.213640361,2.065352687,272.9363596,2.39E-05,32.909939,2.01E-09
399,spring,rcp85,2031-2060,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,1.663860189,2.415881804,274.8138602,2.80E-05,24.97629458,2.51E-09
400,spring,rcp85,2031-2060,SMHI,ICHEC-EC-EARTH,RCA4,r1i1p1,v1,1.318399648,2.21799117,274.4683996,2.57E-05,25.95279354,2.28E-09
401,spring,rcp85,2031-2060,SMHI,ICHEC-EC-EARTH,RCA4,r3i1p1,v1,1.572521433,2.343765629,274.7225214,2.71E-05,27.21584758,2.48E-09
402,spring,rcp85,2031-2060,SMHI,IPSL-IPSL-CM5A-MR,RCA4,r1i1p1,v1,0.137480765,2.277640574,273.2874808,2.64E-05,27.30882302,2.17E-09
403,spring,rcp85,2031-2060,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,2.96810288,2.342580339,276.1181029,2.71E-05,25.95401118,2.62E-09
404,spring,rcp85,2031-2060,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,2.874291053,2.637523377,276.0242911,3.05E-05,23.74756128,2.75E-09
405,spring,rcp85,2031-2060,SMHI,MPI-M-MPI-ESM-LR,RCA4,r2i1p1,v1,2.704803253,2.609135571,275.8548033,3.02E-05,27.57555232,2.79E-09
406,spring,rcp85,2031-2060,SMHI,MPI-M-MPI-ESM-LR,RCA4,r3i1p1,v1,2.779709826,2.490397426,275.9297098,2.88E-05,25.14042922,2.70E-09
407,spring,rcp85,2031-2060,SMHI,NCC-NorESM1-M,RCA4,r1i1p1,v1,1.518608485,2.500697392,274.6686085,2.89E-05,28.31276792,2.65E-09
408,spring,rcp85,2031-2060,UHOH,MPI-M-MPI-ESM-LR,WRF361H,r1i1p1,v1,2.15003847,2.242266689,275.3000385,2.60E-05,22.48485072,2.61E-09
409,spring,rcp85,2071-2100,CLMcom-ETH,ICHEC-EC-EARTH,COSMO-crCLIM-v1-1,r12i1p1,v1,4.793586503,2.163825855,277.9435865,2.50E-05,18.2026218,2.58E-09
410,spring,rcp85,2071-2100,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r1i1p1,v1,5.388772258,2.622737537,278.5387723,3.04E-05,20.70798355,3.28E-09
411,spring,rcp85,2071-2100,CLMcom-ETH,MPI-M-MPI-ESM-LR,COSMO-crCLIM-v1-1,r2i1p1,v1,5.037733568,2.401782005,278.1877336,2.78E-05,21.93529828,2.95E-09
412,spring,rcp85,2071-2100,CLMcom-ETH,NCC-NorESM1-M,COSMO-crCLIM-v1-1,r1i1p1,v1,4.49167949,2.591273297,277.6416795,3.00E-05,22.62997362,3.24E-09
413,spring,rcp85,2071-2100,CLMcom,CNRM-CERFACS-CNRM-CM5,CCLM4-8-17,r1i1p1,v1,2.925373709,1.793033035,276.0753737,2.08E-05,23.05155666,1.60E-09
414,spring,rcp85,2071-2100,CLMcom,ICHEC-EC-EARTH,CCLM4-8-17,r12i1p1,v1,4.619647175,2.134288985,277.7696472,2.47E-05,19.14977365,2.18E-09
415,spring,rcp85,2071-2100,CLMcom,MOHC-HadGEM2-ES,CCLM4-8-17,r1i1p1,v1,5.76467905,2.274438197,278.9146791,2.63E-05,23.62793677,2.40E-09
416,spring,rcp85,2071-2100,CLMcom,MPI-M-MPI-ESM-LR,CCLM4-8-17,r1i1p1,v1,4.871955375,2.487382126,278.0219554,2.88E-05,20.628847,2.59E-09
417,spring,rcp85,2071-2100,DMI,CNRM-CERFACS-CNRM-CM5,HIRHAM5,r1i1p1,v2,3.650285777,2.400792565,276.8002858,2.78E-05,22.27368996,3.17E-09
418,spring,rcp85,2071-2100,DMI,ICHEC-EC-EARTH,HIRHAM5,r12i1p1,v1,5.119125082,2.625579629,278.2691251,3.04E-05,19.17945393,3.87E-09
419,spring,rcp85,2071-2100,DMI,ICHEC-EC-EARTH,HIRHAM5,r1i1p1,v1,5.109809848,2.720248859,278.2598098,3.15E-05,20.30438352,3.95E-09
420,spring,rcp85,2071-2100,DMI,ICHEC-EC-EARTH,HIRHAM5,r3i1p1,v2,4.879044845,2.569680246,278.0290448,2.97E-05,22.55686689,3.86E-09
421,spring,rcp85,2071-2100,DMI,MOHC-HadGEM2-ES,HIRHAM5,r1i1p1,v2,6.469202022,3.069071079,279.619202,3.55E-05,21.56033606,4.97E-09
422,spring,rcp85,2071-2100,DMI,MPI-M-MPI-ESM-LR,HIRHAM5,r1i1p1,v1,5.595191251,3.102820992,278.7451913,3.59E-05,20.32628394,4.56E-09
423,spring,rcp85,2071-2100,DMI,NCC-NorESM1-M,HIRHAM5,r1i1p1,v3,4.615635304,3.072387513,277.7656353,3.56E-05,19.39796178,4.58E-09
424,spring,rcp85,2071-2100,GERICS,MPI-M-MPI-ESM-LR,REMO2015,r3i1p1,v1,5.262205979,2.510800658,278.412206,2.91E-05,19.6667262,3.04E-09
425,spring,rcp85,2071-2100,GERICS,NCC-NorESM1-M,REMO2015,r1i1p1,v1,5.138937129,2.841933813,278.2889371,3.29E-05,20.19902211,3.75E-09
426,spring,rcp85,2071-2100,IPSL,CNRM-CERFACS-CNRM-CM5,WRF381P,r1i1p1,v2,3.318069905,1.883563798,276.4680699,2.18E-05,28.61560405,1.70E-09
427,spring,rcp85,2071-2100,IPSL,ICHEC-EC-EARTH,WRF381P,r12i1p1,v1,5.229506485,2.21943882,278.3795065,2.57E-05,23.34432362,2.19E-09
428,spring,rcp85,2071-2100,IPSL,IPSL-IPSL-CM5A-MR,WRF381P,r1i1p1,v1,1.983545834,2.158191341,275.1335458,2.50E-05,23.97005523,2.20E-09
429,spring,rcp85,2071-2100,IPSL,MOHC-HadGEM2-ES,WRF381P,r1i1p1,v1,5.891382721,2.408337609,279.0413827,2.79E-05,33.38742718,2.50E-09
430,spring,rcp85,2071-2100,IPSL,NCC-NorESM1-M,WRF381P,r1i1p1,v1,4.441888327,2.349305897,277.5918883,2.72E-05,26.39082078,2.51E-09
431,spring,rcp85,2071-2100,KNMI,CNRM-CERFACS-CNRM-CM5,RACMO22E,r1i1p1,v2,2.297955595,1.845379802,275.4479556,2.14E-05,23.97438998,1.78E-09
432,spring,rcp85,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r12i1p1,v1,4.104836228,2.085886675,277.2548362,2.41E-05,20.41855181,2.28E-09
433,spring,rcp85,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r1i1p1,v1,3.94757639,2.131133447,277.0975764,2.47E-05,22.41436992,2.30E-09
434,spring,rcp85,2071-2100,KNMI,ICHEC-EC-EARTH,RACMO22E,r3i1p1,v1,3.823757969,2.108525769,276.973758,2.44E-05,24.93237696,2.43E-09
435,spring,rcp85,2071-2100,KNMI,IPSL-IPSL-CM5A-MR,RACMO22E,r1i1p1,v1,1.693152341,2.090343965,274.8431523,2.42E-05,19.76854116,2.20E-09
436,spring,rcp85,2071-2100,KNMI,MOHC-HadGEM2-ES,RACMO22E,r1i1p1,v2,5.256023302,2.384751245,278.4060233,2.76E-05,27.05767236,2.85E-09
437,spring,rcp85,2071-2100,KNMI,MPI-M-MPI-ESM-LR,RACMO22E,r1i1p1,v1,4.458595296,2.444535933,277.6085953,2.83E-05,23.23562012,2.73E-09
438,spring,rcp85,2071-2100,KNMI,NCC-NorESM1-M,RACMO22E,r1i1p1,v1,3.454720818,2.456013547,276.6047208,2.84E-05,22.58886225,2.83E-09
439,spring,rcp85,2071-2100,MOHC,ICHEC-EC-EARTH,HadREM3-GA7-05,r12i1p1,v1,,2.545129915,,2.95E-05,,3.37E-09
440,spring,rcp85,2071-2100,MOHC,MOHC-HadGEM2-ES,HadREM3-GA7-05,r1i1p1,v1,,2.792322864,,3.23E-05,,3.81E-09
441,spring,rcp85,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r1i1p1,v1,5.083842603,2.516959751,278.2338426,2.91E-05,19.25073849,3.03E-09
442,spring,rcp85,2071-2100,MPI-CSC,MPI-M-MPI-ESM-LR,REMO2009,r2i1p1,v1,4.860826555,2.351596241,278.0108266,2.72E-05,21.32252968,2.79E-09
443,spring,rcp85,2071-2100,SMHI,CNRM-CERFACS-CNRM-CM5,RCA4,r1i1p1,v1,2.490085733,2.25176698,275.6400857,2.61E-05,23.78114352,2.33E-09
444,spring,rcp85,2071-2100,SMHI,ICHEC-EC-EARTH,RCA4,r12i1p1,v1,4.118300725,2.544907461,277.2683007,2.95E-05,18.97639591,2.87E-09
445,spring,rcp85,2071-2100,SMHI,ICHEC-EC-EARTH,RCA4,r1i1p1,v1,4.08235876,2.575432355,277.2323588,2.98E-05,20.3475283,2.93E-09
446,spring,rcp85,2071-2100,SMHI,ICHEC-EC-EARTH,RCA4,r3i1p1,v1,3.801060673,2.446031979,276.9510607,2.83E-05,22.67612731,2.79E-09
447,spring,rcp85,2071-2100,SMHI,IPSL-IPSL-CM5A-MR,RCA4,r1i1p1,v1,2.080874918,2.451561917,275.2308749,2.84E-05,21.27968544,2.57E-09
448,spring,rcp85,2071-2100,SMHI,MOHC-HadGEM2-ES,RCA4,r1i1p1,v1,5.588623873,2.897086304,278.7386239,3.35E-05,21.5282806,3.52E-09
449,spring,rcp85,2071-2100,SMHI,MPI-M-MPI-ESM-LR,RCA4,r1i1p1,v1a,4.717498351,2.832054416,277.8674984,3.28E-05,20.73793347,3.27E-09
450,spring,rcp85,2071-2100,SMHI,MPI-M-MPI-ESM-LR,RCA4,r2i1p1,v1,4.457056496,2.686401303,277.6070565,3.11E-05,21.6998207,3.03E-09
